population,id,dos,p,q
2,192,10,70,-160
2,38,0,52,36
2,38,1,50,36
2,38,5,45,36
2,38,10,60,36
2,2,0,52,37
2,2,1,50,40
2,2,5,45,40
2,2,10,60,37
2,128,0,62,43
2,128,1,60,43
2,128,5,55,43
2,128,10,70,43
2,60,0,52,38
2,60,1,50,38
2,60,5,45,38
2,60,10,60,38
2,131,0,62,39
2,131,1,60,39
2,131,5,55,39
2,131,10,70,37
2,8,0,52,39
2,8,1,50,39
2,8,5,45,39
2,8,10,60,39
2,20,0,52,42
2,20,1,50,42
2,20,5,45,42
2,20,10,60,42
2,117,0,62,37
2,117,1,60,37
2,117,5,55,39
2,117,10,70,36
2,86,0,52,-121
2,86,1,50,-121
2,86,5,45,-121
2,86,10,60,-134
2,110,0,62,37
2,110,1,60,37
2,110,5,55,37
2,110,10,70,30
2,74,0,52,-93
2,74,1,50,-108
2,74,5,45,-108
2,74,10,60,-120
2,185,0,62,45
2,185,1,60,45
2,185,5,55,45
2,185,10,70,45
2,6,0,52,40
2,6,1,50,40
2,6,5,45,40
2,6,10,60,37
2,67,0,52,-117
2,67,1,50,-117
2,67,5,45,-117
2,67,10,60,-128
2,176,0,62,37
2,176,1,60,37
2,176,5,55,37
2,176,10,70,37
2,57,0,52,42
2,57,1,50,42
2,57,5,45,44
2,57,10,60,42
2,24,0,52,38
2,24,1,50,38
2,24,5,45,38
2,24,10,60,38
2,109,0,62,37
2,109,1,60,37
2,109,5,55,37
2,109,10,70,35
2,125,0,62,37
2,125,1,60,37
2,125,5,55,37
2,125,10,70,36
2,43,0,52,43
2,43,1,50,43
2,43,5,45,43
2,43,10,60,43
2,143,0,62,41
2,143,1,60,41
2,143,5,55,41
2,143,10,70,38
2,93,0,52,-123
2,93,1,50,-123
2,93,5,45,-123
2,93,10,60,-123
2,199,0,62,-128
2,199,1,60,-128
2,199,5,55,-128
2,199,10,70,-128
2,141,0,62,38
2,141,1,60,38
2,141,5,55,38
2,141,10,70,36
2,34,0,52,38
2,34,1,50,38
2,34,5,45,38
2,34,10,60,38
2,94,0,52,-108
2,94,1,50,-108
2,94,5,45,-108
2,94,10,60,-113
2,97,0,52,-106
2,97,1,50,-106
2,97,5,45,-85
2,97,10,60,-106
2,18,0,52,39
2,18,1,50,39
2,18,5,45,39
2,18,10,60,39
2,30,0,52,40
2,30,1,50,40
2,30,5,45,40
2,30,10,60,40
2,75,0,52,-183
2,75,1,50,-183
2,75,5,45,-183
2,75,10,60,-183
2,184,0,62,42
2,184,1,60,42
2,184,5,55,42
2,184,10,70,42
2,1,0,52,40
2,1,1,50,40
2,1,5,45,40
2,1,10,60,36
2,65,0,52,36
2,65,1,50,36
2,65,5,45,36
2,65,10,60,36
2,54,0,52,35
2,54,1,50,35
2,54,5,45,35
2,54,10,60,31
2,156,0,62,36
2,156,1,60,36
2,156,5,55,36
2,156,10,70,36
2,13,0,52,42
2,13,1,50,42
2,13,5,45,42
2,13,10,60,40
2,92,0,52,-184
2,92,1,50,-184
2,92,5,45,-184
2,92,10,60,-184
2,48,0,52,43
2,48,1,50,43
2,48,5,45,43
2,48,10,60,43
2,114,0,62,40
2,114,1,60,40
2,114,5,55,40
2,114,10,70,36
2,152,0,62,37
2,152,1,60,37
2,152,5,55,41
2,152,10,70,37
2,39,0,52,43
2,39,1,50,43
2,39,5,45,43
2,39,10,60,43
2,26,0,52,39
2,26,1,50,39
2,26,5,45,39
2,26,10,60,37
2,111,0,62,40
2,111,1,60,40
2,111,5,55,40
2,111,10,70,40
2,146,0,62,41
2,146,1,60,41
2,146,5,55,41
2,146,10,70,41
2,115,0,62,38
2,115,1,60,38
2,115,5,55,40
2,115,10,70,38
2,118,0,62,43
2,118,1,60,43
2,118,5,55,43
2,118,10,70,43
2,100,0,52,-122
2,100,1,50,-122
2,100,5,45,-122
2,100,10,60,-122
2,167,0,62,40
2,167,1,60,40
2,167,5,55,40
2,167,10,70,40
2,136,0,62,38
2,136,1,60,38
2,136,5,55,38
2,136,10,70,38
2,116,0,62,36
2,116,1,60,36
2,116,5,55,38
2,116,10,70,36
2,144,0,62,40
2,144,1,60,40
2,144,5,55,42
2,144,10,70,40
2,134,0,62,36
2,134,1,60,36
2,134,5,55,39
2,134,10,70,36
2,17,0,52,38
2,17,1,50,38
2,17,5,45,38
2,17,10,60,38
2,12,0,52,38
2,12,1,50,38
2,12,5,45,38
2,12,10,60,37
2,25,0,52,38
2,25,1,50,38
2,25,5,45,38
2,25,10,60,38
2,59,0,52,39
2,59,1,50,39
2,59,5,45,39
2,59,10,60,39
2,108,0,62,38
2,108,1,60,38
2,108,5,55,38
2,108,10,70,38
2,85,0,52,-152
2,85,1,50,-152
2,85,5,45,-152
2,85,10,60,-152
2,175,0,62,43
2,175,1,60,43
2,175,5,55,43
2,175,10,70,43
2,173,0,62,35
2,173,1,60,35
2,173,5,55,37
2,173,10,70,35
2,161,0,62,37
2,161,1,60,37
2,161,5,55,37
2,161,10,70,37
2,50,0,52,40
2,50,1,50,40
2,50,5,45,40
2,50,10,60,40
2,197,0,62,-120
2,197,1,60,-120
2,197,5,55,-120
2,197,10,70,-120
2,98,0,52,-103
2,98,1,50,-103
2,98,5,45,-103
2,98,10,60,-103
3,203,0,49,0
3,203,1,50,0
3,203,5,49,0
3,203,10,52,0
3,201,0,44,0
3,201,1,45,0
3,201,5,44,0
3,201,10,47,0
3,202,0,54,0
3,202,1,55,0
3,202,5,54,0
3,202,10,57,0
3,125,0,54,41
3,125,1,55,41
3,125,5,54,41
3,125,10,57,41
3,12,0,44,43
3,12,1,45,43
3,12,5,44,43
3,12,10,47,43
3,62,0,44,38
3,62,1,45,38
3,62,5,44,38
3,62,10,47,38
3,200,0,54,-152
3,200,1,55,-152
3,200,5,54,-152
3,200,10,57,-152
3,175,0,54,40
3,175,1,55,40
3,175,5,54,40
3,175,10,57,40
3,27,0,44,38
3,27,1,45,38
3,27,5,44,38
3,27,10,47,38
3,14,0,44,38
3,14,1,45,38
3,14,5,44,38
3,14,10,47,38
3,120,0,54,35
3,120,1,55,35
3,120,5,54,35
3,120,10,57,35
3,169,0,54,37
3,169,1,55,37
3,169,5,54,37
3,169,10,57,37
3,91,0,44,-123
3,91,1,45,-123
3,91,5,44,-123
3,91,10,47,-123
3,19,0,44,42
3,19,1,45,39
3,19,5,44,42
3,19,10,47,39
3,96,0,44,-106
3,96,1,45,-106
3,96,5,44,-106
3,96,10,47,-106
3,73,0,44,-197
3,73,1,45,-197
3,73,5,44,-197
3,73,10,47,-197
3,171,0,54,37
3,171,1,55,37
3,171,5,54,37
3,171,10,57,37
3,5,0,44,39
3,5,1,45,39
3,5,5,44,39
3,5,10,47,39
3,25,0,44,38
3,25,1,45,38
3,25,5,44,38
3,25,10,47,38
3,89,0,44,-158
3,89,1,45,-158
3,89,5,44,-158
3,89,10,47,-158
3,58,0,44,42
3,58,1,45,42
3,58,5,44,42
3,58,10,47,42
3,23,0,44,37
3,23,1,45,37
3,23,5,44,37
3,23,10,47,37
3,24,0,44,40
3,24,1,45,40
3,24,5,44,40
3,24,10,47,40
3,193,0,54,-106
3,193,1,55,-106
3,193,5,54,-106
3,193,10,57,-106
3,9,0,44,41
3,9,1,45,41
3,9,5,44,41
3,9,10,47,41
3,187,0,54,37
3,187,1,55,37
3,187,5,54,37
3,187,10,57,37
3,97,0,44,-116
3,97,1,45,-106
3,97,5,44,-116
3,97,10,47,-150
3,55,0,44,39
3,55,1,45,39
3,55,5,44,39
3,55,10,47,39
3,147,0,54,40
3,147,1,55,40
3,147,5,54,40
3,147,10,57,40
3,39,0,44,41
3,39,1,45,41
3,39,5,44,41
3,39,10,47,41
3,92,0,44,-137
3,92,1,45,-137
3,92,5,44,-137
3,92,10,47,-137
3,20,0,44,40
3,20,1,45,40
3,20,5,44,40
3,20,10,47,40
3,173,0,54,41
3,173,1,55,41
3,173,5,54,41
3,173,10,57,37
3,100,0,44,-124
3,100,1,45,-124
3,100,5,44,-124
3,100,10,47,-124
3,136,0,54,37
3,136,1,55,37
3,136,5,54,37
3,136,10,57,37
3,196,0,54,-193
3,196,1,55,-193
3,196,5,54,-193
3,196,10,57,-193
3,150,0,54,42
3,150,1,55,42
3,150,5,54,42
3,150,10,57,42
3,127,0,54,37
3,127,1,55,37
3,127,5,54,37
3,127,10,57,37
3,159,0,54,35
3,159,1,55,35
3,159,5,54,35
3,159,10,57,35
3,59,0,44,43
3,59,1,45,43
3,59,5,44,43
3,59,10,47,41
3,182,0,54,37
3,182,1,55,37
3,182,5,54,37
3,182,10,57,35
3,99,0,44,-117
3,99,1,45,-117
3,99,5,44,-117
3,99,10,47,-117
3,1,0,44,44
3,1,1,45,44
3,1,5,44,44
3,1,10,47,44
3,157,0,54,39
3,157,1,55,39
3,157,5,54,39
3,157,10,57,39
3,10,0,44,35
3,10,1,45,35
3,10,5,44,35
3,10,10,47,35
3,172,0,54,39
3,172,1,55,39
3,172,5,54,39
3,172,10,57,39
3,105,0,54,43
3,105,1,55,43
3,105,5,54,43
3,105,10,57,43
3,191,0,54,-127
3,191,1,55,-127
3,191,5,54,-127
3,191,10,57,-151
3,141,0,54,41
3,141,1,55,41
3,141,5,54,41
3,141,10,57,41
3,7,0,44,41
3,7,1,45,41
3,7,5,44,41
3,7,10,47,41
3,131,0,54,36
3,131,1,55,36
3,131,5,54,36
3,131,10,57,36
3,4,0,44,36
3,4,1,45,36
3,4,5,44,36
3,4,10,47,36
3,75,0,44,-147
3,75,1,45,-147
3,75,5,44,-147
3,75,10,47,-147
3,64,0,44,40
3,64,1,45,40
3,64,5,44,40
3,64,10,47,40
3,153,0,54,39
3,153,1,55,39
3,153,5,54,39
3,153,10,57,39
3,63,0,44,37
3,63,1,45,37
3,63,5,44,37
3,63,10,47,37
3,195,0,54,-236
3,195,1,55,-236
3,195,5,54,-236
3,195,10,57,-236
3,121,0,54,39
3,121,1,55,39
3,121,5,54,39
3,121,10,57,39
3,15,0,44,35
3,15,1,45,35
3,15,5,44,35
3,15,10,47,35
3,17,0,44,44
3,17,1,45,44
3,17,5,44,44
3,17,10,47,44
3,44,0,44,38
3,44,1,45,38
3,44,5,44,38
3,44,10,47,38
3,152,0,54,39
3,152,1,55,39
3,152,5,54,39
3,152,10,57,39
3,174,0,54,37
3,174,1,55,37
3,174,5,54,37
3,174,10,57,37
3,26,0,44,39
3,26,1,45,39
3,26,5,44,39
3,26,10,47,39
3,48,0,44,42
3,48,1,45,42
3,48,5,44,42
3,48,10,47,42
3,88,0,44,-120
3,88,1,45,-120
3,88,5,44,-120
3,88,10,47,-120
3,31,0,44,35
3,31,1,45,35
3,31,5,44,35
3,31,10,47,35
3,52,0,44,41
3,52,1,45,40
3,52,5,44,41
3,52,10,47,40
3,109,0,54,36
3,109,1,55,36
3,109,5,54,36
3,109,10,57,36
3,124,0,54,44
3,124,1,55,44
3,124,5,54,44
3,124,10,57,44
3,154,0,54,40
3,154,1,55,40
3,154,5,54,40
3,154,10,57,40
3,83,0,44,-132
3,83,1,45,-132
3,83,5,44,-132
3,83,10,47,-132
3,158,0,54,40
3,158,1,55,40
3,158,5,54,40
3,158,10,57,40
3,107,0,54,38
3,107,1,55,38
3,107,5,54,38
3,107,10,57,38
3,137,0,54,36
3,137,1,55,36
3,137,5,54,36
3,137,10,57,36
3,190,0,54,39
3,190,1,55,39
3,190,5,54,39
3,190,10,57,39
3,76,0,44,-126
3,76,1,45,-126
3,76,5,44,-126
3,76,10,47,-126
3,70,0,44,-136
3,70,1,45,-136
3,70,5,44,-136
3,70,10,47,-136
3,46,0,44,38
3,46,1,45,38
3,46,5,44,38
3,46,10,47,38
3,33,0,44,38
3,33,1,45,38
3,33,5,44,38
3,33,10,47,38
3,161,0,54,39
3,161,1,55,39
3,161,5,54,39
3,161,10,57,39
3,118,0,54,36
3,118,1,55,36
3,118,5,54,36
3,118,10,57,36
3,183,0,54,39
3,183,1,55,39
3,183,5,54,39
3,183,10,57,39
3,79,0,44,-139
3,79,1,45,-139
3,79,5,44,-139
3,79,10,47,-139
3,77,0,44,-102
3,77,1,45,-102
3,77,5,44,-102
3,77,10,47,-102
3,30,0,44,37
3,30,1,45,37
3,30,5,44,37
3,30,10,47,37
3,95,0,44,-112
3,95,1,45,-112
3,95,5,44,-112
3,95,10,47,-112
3,148,0,54,39
3,148,1,55,39
3,148,5,54,39
3,148,10,57,39
3,61,0,44,39
3,61,1,45,39
3,61,5,44,39
3,61,10,47,39
3,178,0,54,41
3,178,1,55,41
3,178,5,54,41
3,178,10,57,41
3,138,0,54,40
3,138,1,55,40
3,138,5,54,40
3,138,10,57,36
3,68,0,44,-104
3,68,1,45,-97
3,68,5,44,-104
3,68,10,47,-129
3,134,0,54,43
3,134,1,55,43
3,134,5,54,43
3,134,10,57,43
3,117,0,54,39
3,117,1,55,36
3,117,5,54,39
3,117,10,57,36
3,143,0,54,32
3,143,1,55,32
3,143,5,54,32
3,143,10,57,32
3,67,0,44,-141
3,67,1,45,-141
3,67,5,44,-141
3,67,10,47,-141
3,34,0,44,40
3,34,1,45,40
3,34,5,44,40
3,34,10,47,40
3,66,0,44,-90
3,66,1,45,-191
3,66,5,44,-90
3,66,10,47,-191
3,47,0,44,40
3,47,1,45,40
3,47,5,44,40
3,47,10,47,40
3,184,0,54,42
3,184,1,55,42
3,184,5,54,42
3,184,10,57,42
3,181,0,54,37
3,181,1,55,37
3,181,5,54,37
3,181,10,57,34
3,28,0,44,38
3,28,1,45,38
3,28,5,44,38
3,28,10,47,38
3,41,0,44,39
3,41,1,45,39
3,41,5,44,39
3,41,10,47,39
3,128,0,54,41
3,128,1,55,41
3,128,5,54,41
3,128,10,57,41
3,186,0,54,41
3,186,1,55,41
3,186,5,54,41
3,186,10,57,38
3,132,0,54,40
3,132,1,55,40
3,132,5,54,40
3,132,10,57,40
3,129,0,54,38
3,129,1,55,38
3,129,5,54,38
3,129,10,57,38
3,81,0,44,-91
3,81,1,45,-78
3,81,5,44,-91
3,81,10,47,-128
3,142,0,54,40
3,142,1,55,40
3,142,5,54,40
3,142,10,57,40
3,163,0,54,42
3,163,1,55,42
3,163,5,54,42
3,163,10,57,42
3,104,0,54,41
3,104,1,55,41
3,104,5,54,41
3,104,10,57,39
3,65,0,44,39
3,65,1,45,39
3,65,5,44,39
3,65,10,47,39
3,86,0,44,-86
3,86,1,45,-99
3,86,5,44,-86
3,86,10,47,-99
3,180,0,54,39
3,180,1,55,39
3,180,5,54,39
3,180,10,57,39
3,18,0,44,39
3,18,1,45,39
3,18,5,44,39
3,18,10,47,39
3,192,0,54,-154
3,192,1,55,-154
3,192,5,54,-154
3,192,10,57,-154
3,98,0,44,-124
3,98,1,45,-124
3,98,5,44,-124
3,98,10,47,-124
3,56,0,44,44
3,56,1,45,44
3,56,5,44,44
3,56,10,47,44
3,110,0,54,42
3,110,1,55,42
3,110,5,54,42
3,110,10,57,42
3,78,0,44,-124
3,78,1,45,-124
3,78,5,44,-124
3,78,10,47,-124
3,188,0,54,43
3,188,1,55,43
3,188,5,54,43
3,188,10,57,43
3,22,0,44,43
3,22,1,45,43
3,22,5,44,43
3,22,10,47,43
3,170,0,54,41
3,170,1,55,41
3,170,5,54,41
3,170,10,57,41
3,53,0,44,38
3,53,1,45,38
3,53,5,44,38
3,53,10,47,38
3,29,0,44,41
3,29,1,45,41
3,29,5,44,41
3,29,10,47,41
3,21,0,44,38
3,21,1,45,36
3,21,5,44,38
3,21,10,47,36
3,177,0,54,40
3,177,1,55,40
3,177,5,54,40
3,177,10,57,40
3,116,0,54,40
3,116,1,55,39
3,116,5,54,40
3,116,10,57,39
3,80,0,44,-167
3,80,1,45,-167
3,80,5,44,-167
3,80,10,47,-167
3,145,0,54,38
3,145,1,55,35
3,145,5,54,38
3,145,10,57,35
3,162,0,54,37
3,162,1,55,37
3,162,5,54,37
3,162,10,57,37
3,50,0,44,38
3,50,1,45,38
3,50,5,44,38
3,50,10,47,38
3,176,0,54,40
3,176,1,55,40
3,176,5,54,40
3,176,10,57,40
3,155,0,54,42
3,155,1,55,42
3,155,5,54,42
3,155,10,57,42
3,133,0,54,42
3,133,1,55,42
3,133,5,54,42
3,133,10,57,40
3,43,0,44,38
3,43,1,45,38
3,43,5,44,38
3,43,10,47,38
3,194,0,54,-140
3,194,1,55,-140
3,194,5,54,-140
3,194,10,57,-140
3,11,0,44,42
3,11,1,45,42
3,11,5,44,42
3,11,10,47,42
3,103,0,54,37
3,103,1,55,37
3,103,5,54,37
3,103,10,57,37
3,166,0,54,36
3,166,1,55,36
3,166,5,54,36
3,166,10,57,36
3,185,0,54,36
3,185,1,55,36
3,185,5,54,36
3,185,10,57,36
3,160,0,54,36
3,160,1,55,36
3,160,5,54,36
3,160,10,57,36
3,149,0,54,39
3,149,1,55,39
3,149,5,54,39
3,149,10,57,39
3,69,0,44,-95
3,69,1,45,-95
3,69,5,44,-95
3,69,10,47,-95
3,168,0,54,40
3,168,1,55,40
3,168,5,54,40
3,168,10,57,36
3,112,0,54,41
3,112,1,55,41
3,112,5,54,41
3,112,10,57,37
3,156,0,54,40
3,156,1,55,40
3,156,5,54,40
3,156,10,57,40
3,2,0,44,39
3,2,1,45,39
3,2,5,44,39
3,2,10,47,39
3,82,0,44,-106
3,82,1,45,-106
3,82,5,44,-106
3,82,10,47,-106
3,84,0,44,-176
3,84,1,45,-176
3,84,5,44,-176
3,84,10,47,-176
3,87,0,44,-200
3,87,1,45,-200
3,87,5,44,-200
3,87,10,47,-200
3,123,0,54,36
3,123,1,55,36
3,123,5,54,36
3,123,10,57,36
3,102,0,54,41
3,102,1,55,41
3,102,5,54,41
3,102,10,57,41
3,16,0,44,40
3,16,1,45,40
3,16,5,44,40
3,16,10,47,40
3,144,0,54,41
3,144,1,55,41
3,144,5,54,41
3,144,10,57,40
3,119,0,54,39
3,119,1,55,36
3,119,5,54,39
3,119,10,57,36
3,6,0,44,40
3,6,1,45,40
3,6,5,44,40
3,6,10,47,40
3,139,0,54,33
3,139,1,55,33
3,139,5,54,33
3,139,10,57,33
3,32,0,44,36
3,32,1,45,36
3,32,5,44,36
3,32,10,47,36
3,197,0,54,-146
3,197,1,55,-146
3,197,5,54,-146
3,197,10,57,-146
3,101,0,54,42
3,101,1,55,41
3,101,5,54,42
3,101,10,57,41
3,164,0,54,38
3,164,1,55,38
3,164,5,54,38
3,164,10,57,38
3,57,0,44,37
3,57,1,45,37
3,57,5,44,37
3,57,10,47,37
3,49,0,44,42
3,49,1,45,42
3,49,5,44,42
3,49,10,47,42
3,60,0,44,39
3,60,1,45,39
3,60,5,44,39
3,60,10,47,39
3,108,0,54,41
3,108,1,55,41
3,108,5,54,41
3,108,10,57,41
3,115,0,54,42
3,115,1,55,42
3,115,5,54,42
3,115,10,57,42
3,93,0,44,-110
3,93,1,45,-110
3,93,5,44,-110
3,93,10,47,-110
3,111,0,54,42
3,111,1,55,42
3,111,5,54,42
3,111,10,57,42
3,54,0,44,37
3,54,1,45,37
3,54,5,44,37
3,54,10,47,35
3,130,0,54,40
3,130,1,55,37
3,130,5,54,40
3,130,10,57,37
3,199,0,54,-209
3,199,1,55,-209
3,199,5,54,-209
3,199,10,57,-209
3,165,0,54,39
3,165,1,55,39
3,165,5,54,39
3,165,10,57,39
3,126,0,54,37
3,126,1,55,37
3,126,5,54,37
3,126,10,57,37
3,74,0,44,-107
3,74,1,45,-107
3,74,5,44,-107
3,74,10,47,-107
3,198,0,54,-110
3,198,1,55,-110
3,198,5,54,-110
3,198,10,57,-110
3,113,0,54,36
3,113,1,55,34
3,113,5,54,36
3,113,10,57,34
3,179,0,54,39
3,179,1,55,39
3,179,5,54,39
3,179,10,57,39
3,167,0,54,41
3,167,1,55,41
3,167,5,54,41
3,167,10,57,41
3,13,0,44,41
3,13,1,45,41
3,13,5,44,41
3,13,10,47,41
3,35,0,44,39
3,35,1,45,39
3,35,5,44,39
3,35,10,47,39
3,146,0,54,36
3,146,1,55,36
3,146,5,54,36
3,146,10,57,36
3,151,0,54,38
3,151,1,55,38
3,151,5,54,38
3,151,10,57,38
3,36,0,44,37
3,36,1,45,37
3,36,5,44,37
3,36,10,47,37
3,42,0,44,40
3,42,1,45,36
3,42,5,44,40
3,42,10,47,36
3,94,0,44,-144
3,94,1,45,-144
3,94,5,44,-144
3,94,10,47,-144
3,37,0,44,40
3,37,1,45,40
3,37,5,44,40
3,37,10,47,40
3,45,0,44,41
3,45,1,45,41
3,45,5,44,41
3,45,10,47,41
3,72,0,44,-84
3,72,1,45,-105
3,72,5,44,-84
3,72,10,47,-105
3,189,0,54,39
3,189,1,55,39
3,189,5,54,39
3,189,10,57,39
3,8,0,44,39
3,8,1,45,39
3,8,5,44,39
3,8,10,47,39
3,140,0,54,42
3,140,1,55,42
3,140,5,54,42
3,140,10,57,42
3,40,0,44,41
3,40,1,45,39
3,40,5,44,41
3,40,10,47,39
3,71,0,44,-104
3,71,1,45,-104
3,71,5,44,-104
3,71,10,47,-104
3,90,0,44,-118
3,90,1,45,-118
3,90,5,44,-118
3,90,10,47,-118
3,51,0,44,39
3,51,1,45,39
3,51,5,44,39
3,51,10,47,39
3,38,0,44,44
3,38,1,45,44
3,38,5,44,44
3,38,10,47,44
3,85,0,44,-136
3,85,1,45,-136
3,85,5,44,-136
3,85,10,47,-136
3,3,0,44,40
3,3,1,45,40
3,3,5,44,40
3,3,10,47,40
3,106,0,54,38
3,106,1,55,38
3,106,5,54,38
3,106,10,57,38
3,122,0,54,39
3,122,1,55,39
3,122,5,54,39
3,122,10,57,39
3,114,0,54,43
3,114,1,55,43
3,114,5,54,43
3,114,10,57,43
3,135,0,54,35
3,135,1,55,35
3,135,5,54,35
3,135,10,57,35
4,203,0,57,0
4,203,1,55,0
4,203,5,62,0
4,203,10,67,0
4,202,0,62,0
4,202,1,60,0
4,202,5,67,0
4,202,10,72,0
4,201,0,52,0
4,201,1,50,0
4,201,5,57,0
4,201,10,62,0
4,145,0,62,33
4,145,1,60,33
4,145,5,67,33
4,145,10,72,31
4,15,0,52,40
4,15,1,50,40
4,15,5,57,40
4,15,10,62,40
4,25,0,52,35
4,25,1,50,35
4,25,5,57,35
4,25,10,62,30
4,71,0,52,-103
4,71,1,50,-103
4,71,5,57,-103
4,71,10,62,-103
4,128,0,62,38
4,128,1,60,38
4,128,5,67,35
4,128,10,72,35
4,190,0,62,38
4,190,1,60,38
4,190,5,67,36
4,190,10,72,36
4,163,0,62,41
4,163,1,60,41
4,163,5,67,41
4,163,10,72,41
4,2,0,52,41
4,2,1,50,41
4,2,5,57,41
4,2,10,62,41
4,138,0,62,38
4,138,1,60,38
4,138,5,67,38
4,138,10,72,32
4,115,0,62,37
4,115,1,60,40
4,115,5,67,37
4,115,10,72,37
4,23,0,52,38
4,23,1,50,38
4,23,5,57,35
4,23,10,62,35
4,84,0,52,-120
4,84,1,50,-120
4,84,5,57,-120
4,84,10,62,-135
4,177,0,62,38
4,177,1,60,41
4,177,5,67,38
4,177,10,72,38
4,141,0,62,41
4,141,1,60,41
4,141,5,67,37
4,141,10,72,37
4,97,0,52,-112
4,97,1,50,-93
4,97,5,57,-112
4,97,10,62,-112
4,136,0,62,42
4,136,1,60,42
4,136,5,67,42
4,136,10,72,42
4,95,0,52,-154
4,95,1,50,-154
4,95,5,57,-154
4,95,10,62,-107
4,161,0,62,39
4,161,1,60,39
4,161,5,67,39
4,161,10,72,39
4,4,0,52,39
4,4,1,50,39
4,4,5,57,39
4,4,10,62,39
4,57,0,52,41
4,57,1,50,41
4,57,5,57,41
4,57,10,62,41
4,142,0,62,39
4,142,1,60,39
4,142,5,67,39
4,142,10,72,36
4,26,0,52,39
4,26,1,50,39
4,26,5,57,37
4,26,10,62,37
4,48,0,52,41
4,48,1,50,41
4,48,5,57,41
4,48,10,62,41
4,154,0,62,34
4,154,1,60,34
4,154,5,67,34
4,154,10,72,32
4,37,0,52,35
4,37,1,50,35
4,37,5,57,35
4,37,10,62,33
4,36,0,52,41
4,36,1,50,41
4,36,5,57,41
4,36,10,62,41
4,123,0,62,36
4,123,1,60,36
4,123,5,67,36
4,123,10,72,35
4,169,0,62,36
4,169,1,60,36
4,169,5,67,34
4,169,10,72,34
4,83,0,52,-117
4,83,1,50,-117
4,83,5,57,-117
4,83,10,62,-117
4,140,0,62,38
4,140,1,60,38
4,140,5,67,37
4,140,10,72,37
4,5,0,52,38
4,5,1,50,38
4,5,5,57,38
4,5,10,62,35
4,89,0,52,-108
4,89,1,50,-138
4,89,5,57,-166
4,89,10,62,-166
4,126,0,62,41
4,126,1,60,41
4,126,5,67,37
4,126,10,72,37
4,61,0,52,39
4,61,1,50,39
4,61,5,57,36
4,61,10,62,36
4,60,0,52,42
4,60,1,50,42
4,60,5,57,40
4,60,10,62,40
4,63,0,52,41
4,63,1,50,41
4,63,5,57,37
4,63,10,62,37
4,119,0,62,36
4,119,1,60,36
4,119,5,67,36
4,119,10,72,36
4,130,0,62,40
4,130,1,60,40
4,130,5,67,40
4,130,10,72,40
4,111,0,62,38
4,111,1,60,38
4,111,5,67,38
4,111,10,72,38
4,13,0,52,42
4,13,1,50,42
4,13,5,57,42
4,13,10,62,42
4,68,0,52,-99
4,68,1,50,-99
4,68,5,57,-99
4,68,10,62,-102
4,45,0,52,41
4,45,1,50,41
4,45,5,57,41
4,45,10,62,41
4,31,0,52,42
4,31,1,50,42
4,31,5,57,42
4,31,10,62,42
4,41,0,52,39
4,41,1,50,39
4,41,5,57,37
4,41,10,62,37
4,44,0,52,41
4,44,1,50,41
4,44,5,57,41
4,44,10,62,41
4,43,0,52,40
4,43,1,50,40
4,43,5,57,39
4,43,10,62,39
4,46,0,52,39
4,46,1,50,39
4,46,5,57,39
4,46,10,62,39
4,184,0,62,37
4,184,1,60,37
4,184,5,67,35
4,184,10,72,35
4,106,0,62,35
4,106,1,60,35
4,106,5,67,35
4,106,10,72,34
4,9,0,52,38
4,9,1,50,38
4,9,5,57,38
4,9,10,62,36
4,85,0,52,-106
4,85,1,50,-106
4,85,5,57,-106
4,85,10,62,-112
4,196,0,62,-117
4,196,1,60,-117
4,196,5,67,-125
4,196,10,72,-125
4,176,0,62,37
4,176,1,60,37
4,176,5,67,37
4,176,10,72,37
4,174,0,62,41
4,174,1,60,44
4,174,5,67,41
4,174,10,72,41
4,75,0,52,-121
4,75,1,50,-121
4,75,5,57,-121
4,75,10,62,-121
4,67,0,52,-132
4,67,1,50,-132
4,67,5,57,-132
4,67,10,62,-161
4,117,0,62,38
4,117,1,60,38
4,117,5,67,38
4,117,10,72,38
4,58,0,52,38
4,58,1,50,38
4,58,5,57,38
4,58,10,62,36
4,104,0,62,36
4,104,1,60,38
4,104,5,67,36
4,104,10,72,36
4,134,0,62,38
4,134,1,60,38
4,134,5,67,36
4,134,10,72,36
4,168,0,62,40
4,168,1,60,40
4,168,5,67,40
4,168,10,72,40
4,88,0,52,-182
4,88,1,50,-182
4,88,5,57,-111
4,88,10,62,-256
4,56,0,52,40
4,56,1,50,40
4,56,5,57,40
4,56,10,62,40
4,20,0,52,43
4,20,1,50,43
4,20,5,57,43
4,20,10,62,43
4,98,0,52,-95
4,98,1,50,-95
4,98,5,57,-102
4,98,10,62,-102
4,165,0,62,40
4,165,1,60,40
4,165,5,67,40
4,165,10,72,40
4,42,0,52,39
4,42,1,50,39
4,42,5,57,39
4,42,10,62,35
4,38,0,52,38
4,38,1,50,38
4,38,5,57,38
4,38,10,62,38
4,139,0,62,34
4,139,1,60,34
4,139,5,67,34
4,139,10,72,32
4,147,0,62,37
4,147,1,60,41
4,147,5,67,37
4,147,10,72,37
4,81,0,52,-118
4,81,1,50,-118
4,81,5,57,-118
4,81,10,62,-91
4,178,0,62,41
4,178,1,60,41
4,178,5,67,39
4,178,10,72,39
4,122,0,62,37
