Population,ID,Prob,P,Q
4,17,1,56,43
4,17,5,54,43
4,17,10,64,43
4,94,0,55,-168
4,94,1,56,-168
4,94,5,54,-168
4,65,0,55,38
4,65,1,56,38
4,65,10,64,37
4,131,0,59,39
4,131,1,60,39
4,131,5,58,39
4,131,10,68,36
4,146,0,59,35
4,146,1,60,30
4,146,5,58,35
4,146,10,68,30
4,3,0,55,36
4,3,1,56,36
4,3,5,54,39
4,3,10,64,36
4,120,0,59,30
4,120,1,60,30
4,120,5,58,30
4,120,10,68,30
4,52,0,55,32
4,52,1,56,32
4,52,5,54,36
4,52,10,64,32
4,137,0,59,40
4,137,1,60,37
4,137,5,58,40
4,137,10,68,37
4,135,0,59,37
4,135,1,60,37
4,135,5,58,37
4,135,10,68,37
4,29,0,55,44
4,29,1,56,44
4,29,5,54,44
4,29,10,64,44
4,162,0,59,42
4,162,1,60,42
4,162,5,58,42
4,162,10,68,42
4,6,0,55,38
4,6,1,56,36
4,6,5,54,38
4,6,10,64,36
4,90,0,55,-139
4,90,1,56,-139
4,90,5,54,-139
4,90,10,64,-139
4,87,0,55,-152
4,87,1,56,-152
4,87,5,54,-152
4,87,10,64,-152
4,28,0,55,41
4,28,1,56,41
4,28,5,54,41
4,28,10,64,39
4,107,0,59,38
4,107,1,60,38
4,107,5,58,38
4,107,10,68,36
4,1,0,55,37
4,1,1,56,37
4,1,5,54,37
4,1,10,64,37
4,118,0,59,40
4,118,1,60,40
4,118,5,58,40
4,34,0,55,38
4,34,1,56,34
4,34,5,54,38
4,34,10,64,34
4,125,0,59,40
4,125,1,60,40
4,125,5,58,42
4,125,10,68,40
4,133,0,59,41
4,133,1,60,41
4,133,5,58,41
4,133,10,68,41
4,124,0,59,39
4,124,1,60,39
4,124,5,58,39
4,110,0,59,37
4,110,1,60,37
4,110,5,58,38
4,110,10,68,37
4,101,0,59,38
4,101,1,60,38
4,101,5,58,38
4,101,10,68,36
4,170,0,59,42
4,170,1,60,42
4,170,5,58,42
4,170,10,68,41
4,151,0,59,41
4,151,1,60,41
4,151,5,58,41
4,151,10,68,38
4,112,0,59,41
4,112,1,60,41
4,112,5,58,41
4,112,10,68,37
4,148,0,59,38
4,148,1,60,38
4,148,5,58,38
4,148,10,68,36
4,166,0,59,41
4,166,1,60,41
4,166,5,58,41
4,166,10,68,37
4,50,0,55,41
4,50,1,56,41
4,50,5,54,41
4,50,10,64,39
4,11,0,55,39
4,11,1,56,39
4,11,5,54,39
4,11,10,64,36
4,129,0,59,39
4,129,1,60,39
4,129,5,58,39
4,129,10,68,39
4,173,0,59,37
4,173,1,60,37
4,173,5,58,37
4,173,10,68,37
4,79,0,55,-145
4,79,1,56,-145
4,79,5,54,-145
4,79,10,64,-145
4,16,0,55,36
4,16,1,56,36
4,16,5,54,36
4,16,10,64,34
4,144,0,59,41
4,144,1,60,41
4,144,5,58,41
4,144,10,68,41
4,59,0,55,41
4,59,1,56,41
4,59,5,54,41
4,59,10,64,38
4,77,0,55,-130
4,77,1,56,-130
4,77,5,54,-130
4,77,10,64,-140
4,78,0,55,-105
4,78,1,56,-105
4,78,5,54,-105
4,78,10,64,-112
4,171,0,59,38
4,171,1,60,38
4,171,5,58,38
4,171,10,68,37
4,35,0,55,37
4,35,1,56,37
4,35,5,54,37
4,35,10,64,37
4,199,0,59,-147
4,199,1,60,-147
4,199,10,68,-147
4,53,0,55,35
4,53,1,56,33
4,53,5,54,35
4,53,10,64,33
4,74,0,55,-129
4,74,5,54,-129
4,74,10,64,-129
4,182,0,59,41
4,182,1,60,41
4,182,5,58,41
4,182,10,68,38
4,160,0,59,38
4,160,1,60,38
4,160,5,58,38
4,160,10,68,36
4,69,0,55,-143
4,69,1,56,-143
4,69,5,54,-143
4,69,10,64,-143
4,192,0,59,-154
4,192,1,60,-154
4,192,5,58,-154
4,192,10,68,-154
4,153,0,59,44
4,153,1,60,44
4,153,5,58,44
4,153,10,68,44
4,91,0,55,-101
4,91,1,56,-101
4,91,5,54,-101
4,91,10,64,-107
4,127,0,59,38
4,127,1,60,38
4,127,5,58,38
4,127,10,68,35
4,186,0,59,34
4,186,1,60,34
4,186,5,58,34
4,186,10,68,34
4,103,0,59,40
4,103,1,60,40
4,103,5,58,40
4,103,10,68,36
4,7,0,55,40
4,7,1,56,40
4,7,5,54,40
4,7,10,64,37
4,189,0,59,40
4,189,1,60,40
4,189,5,58,40
4,189,10,68,40
4,70,0,55,-134
4,70,1,56,-134
4,70,5,54,-134
4,70,10,64,-147
4,185,0,59,44
4,185,1,60,44
4,185,5,58,44
4,102,0,59,36
4,102,1,60,36
4,102,5,58,36
4,102,10,68,34
4,19,0,55,38
4,19,1,56,38
4,19,5,54,38
4,19,10,64,38
4,33,0,55,39
4,33,1,56,39
4,33,5,54,40
4,33,10,64,39
4,96,0,55,-139
4,96,1,56,-139
4,96,5,54,-139
4,172,0,59,40
4,172,1,60,40
4,172,5,58,40
4,172,10,68,37
4,105,0,59,39
4,105,1,60,39
4,105,5,58,39
4,105,10,68,39
4,114,0,59,41
4,114,1,60,41
4,114,5,58,41
4,114,10,68,41
4,157,0,59,36
4,157,1,60,36
4,157,5,58,36
4,157,10,68,36
4,175,0,59,35
4,175,1,60,35
4,175,5,58,35
4,175,10,68,34
4,167,0,59,38
4,167,1,60,38
4,167,5,58,38
4,167,10,68,38
4,10,0,55,42
4,10,1,56,42
4,10,5,54,42
4,10,10,64,42
4,158,0,59,41
4,158,1,60,41
4,158,5,58,41
4,158,10,68,41
4,194,0,59,-118
4,194,1,60,-118
4,194,5,58,-118
4,194,10,68,-118
4,12,0,55,37
4,12,1,56,37
4,12,5,54,37
4,12,10,64,35
4,82,0,55,-104
4,82,1,56,-145
4,82,5,54,-125
4,82,10,64,-145
4,30,0,55,39
4,30,1,56,39
4,30,5,54,39
4,30,10,64,39
4,159,0,59,36
4,159,1,60,36
4,159,5,58,36
4,159,10,68,36
4,49,0,55,38
4,49,1,56,38
4,49,5,54,38
4,49,10,64,36
4,92,0,55,-158
4,92,1,56,-158
4,92,5,54,-158
4,92,10,64,-158
4,93,0,55,-139
4,93,1,56,-139
4,93,5,54,-139
4,24,0,55,40
4,24,1,56,40
4,24,5,54,40
4,27,0,55,35
4,27,1,56,35
4,27,5,54,35
4,27,10,64,33
4,155,0,59,37
4,155,1,60,37
4,155,5,58,37
4,155,10,68,35
4,99,0,55,-116
4,99,1,56,-116
4,99,5,54,-116
4,99,10,64,-116
4,55,0,55,38
4,55,1,56,38
4,55,5,54,38
4,55,10,64,38
4,200,0,59,-101
4,200,1,60,-101
4,200,5,58,-101
4,200,10,68,-103
4,47,0,55,41
4,47,1,56,41
4,47,5,54,41
4,47,10,64,41
4,164,0,59,38
4,164,1,60,38
4,164,5,58,38
4,164,10,68,38
4,54,0,55,36
4,54,1,56,36
4,54,5,54,36
4,54,10,64,36
4,18,0,55,38
4,18,1,56,38
4,18,5,54,38
4,18,10,64,35
4,32,0,55,40
4,32,1,56,40
4,32,5,54,40
4,32,10,64,40
4,181,0,59,37
4,181,1,60,36
4,181,5,58,37
4,181,10,68,36
4,39,0,55,38
4,39,1,56,38
4,39,5,54,38
4,39,10,64,38
4,109,0,59,37
4,109,1,60,37
4,109,5,58,37
4,152,0,59,43
4,152,1,60,43
4,152,5,58,43
4,152,10,68,39
4,197,0,59,-102
4,197,1,60,-142
4,197,5,58,-123
4,22,0,55,39
4,22,1,56,39
4,22,5,54,39
4,22,10,64,39
4,188,0,59,38
4,188,1,60,38
4,188,5,58,38
4,188,10,68,35
4,51,0,55,40
4,51,1,56,40
4,51,5,54,40
4,51,10,64,40
4,14,0,55,41
4,14,1,56,41
4,14,5,54,41
4,14,10,64,41
4,191,0,59,-181
4,191,1,60,-181
4,191,5,58,-181
4,191,10,68,-181
4,80,0,55,-142
4,80,1,56,-142
4,80,5,54,-142
4,80,10,64,-142
4,72,0,55,-115
4,72,1,56,-97
4,72,5,54,-115
4,72,10,64,-131
5,203,0,56,0
5,203,1,55,0
5,203,5,58,0
5,203,10,67,0
5,202,0,58,0
5,202,1,57,0
5,202,5,60,0
5,202,10,69,0
5,201,0,54,0
5,201,1,53,0
5,201,5,56,0
5,201,10,65,0
5,152,0,58,41
5,152,1,57,41
5,152,5,60,41
5,152,10,69,41
5,74,0,54,-156
5,74,1,53,-156
5,74,5,56,-156
5,74,10,65,-178
5,186,0,58,40
5,186,1,57,40
5,186,5,60,40
5,186,10,69,40
5,73,0,54,-146
5,73,1,53,-146
5,73,5,56,-146
5,73,10,65,-164
5,174,0,58,38
5,174,1,57,38
5,174,5,60,37
5,174,10,69,37
5,125,0,58,33
5,125,1,57,33
5,125,5,60,33
5,125,10,69,31
5,57,0,54,39
5,57,1,53,39
5,57,5,56,38
5,57,10,65,38
5,99,0,54,-129
5,99,1,53,-129
5,99,5,56,-129
5,99,10,65,-141
5,33,0,54,40
5,33,1,53,40
5,33,5,56,40
5,33,10,65,40
5,192,0,58,-243
5,192,1,57,-243
5,192,5,60,-243
5,192,10,69,-243
5,41,0,54,38
5,41,1,53,38
5,41,5,56,38
5,41,10,65,37
5,197,0,58,-160
5,197,1,57,-160
5,197,5,60,-160
5,159,0,58,37
5,159,1,57,37
5,159,5,60,37
5,159,10,69,37
5,72,0,54,-116
5,72,1,53,-116
5,72,5,56,-116
5,85,0,54,-157
5,85,1,53,-157
5,85,10,65,-176
5,75,0,54,-125
5,75,1,53,-125
5,75,5,56,-125
5,75,10,65,-125
5,12,0,54,39
5,12,5,56,39
5,12,10,65,39
5,168,0,58,39
5,168,5,60,39
5,168,10,69,39
5,70,0,54,-173
5,70,1,53,-173
5,70,5,56,-173
5,70,10,65,-173
5,195,0,58,-142
5,195,1,57,-97
5,195,5,60,-142
5,195,10,69,-142
5,13,0,54,40
5,13,1,53,40
5,13,5,56,40
5,13,10,65,38
5,116,0,58,38
5,116,1,57,38
5,116,5,60,35
5,116,10,69,35
5,38,0,54,37
5,38,1,53,37
5,38,5,56,37
5,38,10,65,35
5,63,0,54,41
5,63,1,53,41
5,63,5,56,41
5,63,10,65,39
5,170,0,58,35
5,170,1,57,35
5,170,5,60,35
5,170,10,69,35
5,138,0,58,39
5,138,1,57,39
5,138,5,60,39
5,138,10,69,39
5,94,0,54,-122
5,94,1,53,-122
5,94,5,56,-122
5,94,10,65,-137
5,71,0,54,-113
5,71,1,53,-113
5,71,5,56,-128
5,71,10,65,-128
5,198,0,58,-155
5,198,1,57,-155
5,198,5,60,-155
5,198,10,69,-155
5,178,0,58,37
5,178,1,57,37
5,178,5,60,37
5,178,10,69,37
5,181,0,58,39
5,181,1,57,39
5,181,5,60,39
5,167,0,58,43
5,167,1,57,43
5,167,5,60,43
5,167,10,69,41
5,17,0,54,39
5,17,1,53,39
5,17,5,56,39
5,17,10,65,36
5,78,0,54,-108
5,78,1,53,-108
5,78,10,65,-96
5,6,0,54,42
5,6,1,53,42
5,6,5,56,42
5,6,10,65,40
5,194,0,58,-96
5,194,1,57,-93
5,194,5,60,-96
5,154,0,58,39
5,154,1,57,39
5,154,5,60,39
5,154,10,69,38
5,114,0,58,36
5,114,1,57,36
5,114,5,60,36
5,3,0,54,37
5,3,1,53,37
5,3,5,56,37
5,3,10,65,33
5,48,0,54,35
5,48,1,53,35
5,48,5,56,35
5,48,10,65,34
5,39,0,54,40
5,39,1,53,40
5,39,5,56,40
5,39,10,65,40
5,180,0,58,36
5,180,1,57,36
5,180,5,60,36
5,180,10,69,33
5,177,0,58,43
5,177,1,57,43
5,177,5,60,43
5,177,10,69,43
5,140,0,58,36
5,140,1,57,36
5,140,5,60,36
5,140,10,69,36
5,101,0,58,41
5,101,1,57,41
5,101,5,60,41
5,101,10,69,40
5,54,0,54,41
5,54,1,53,41
5,54,5,56,41
5,54,10,65,41
5,173,0,58,43
5,173,1,57,43
5,173,10,69,43
5,50,0,54,42
5,50,1,53,42
5,50,5,56,42
5,50,10,65,39
5,146,0,58,41
5,146,1,57,41
5,146,5,60,41
5,146,10,69,40
5,52,0,54,41
5,52,1,53,41
5,52,5,56,41
5,52,10,65,40
5,160,0,58,39
5,160,1,57,39
5,160,5,60,39
5,160,10,69,37
5,80,0,54,-108
5,80,1,53,-108
5,80,5,56,-108
5,80,10,65,-120
5,1,0,54,37
5,1,1,53,37
5,1,5,56,37
5,1,10,65,35
5,20,0,54,36
5,20,1,53,36
5,20,5,56,36
5,20,10,65,34
5,153,0,58,42
5,153,1,57,42
5,153,5,60,39
5,153,10,69,39
5,26,0,54,39
5,26,1,53,39
5,26,5,56,39
5,26,10,65,39
5,44,0,54,42
5,44,1,53,42
5,44,5,56,39
5,44,10,65,39
5,191,0,58,-123
5,191,1,57,-123
5,191,5,60,-123
5,191,10,69,-130
5,77,0,54,-127
5,77,1,53,-127
5,77,5,56,-151
5,77,10,65,-151
5,164,0,58,38
5,164,1,57,38
5,164,5,60,38
5,164,10,69,38
5,129,0,58,41
5,129,1,57,41
5,129,5,60,41
5,129,10,69,39
5,105,0,58,41
5,105,1,57,41
5,105,5,60,41
5,105,10,69,41
5,157,0,58,40
5,157,1,57,40
5,157,5,60,40
5,157,10,69,40
5,7,0,54,39
5,7,1,53,39
5,7,10,65,39
5,87,0,54,-173
5,87,1,53,-173
5,87,5,56,-173
5,87,10,65,-103
5,86,0,54,-116
5,86,1,53,-116
5,86,5,56,-116
5,4,0,54,39
5,4,1,53,39
5,4,5,56,39
5,4,10,65,38
5,148,0,58,40
5,148,1,57,40
5,148,5,60,40
5,148,10,69,35
5,145,0,58,38
5,145,1,57,38
5,145,5,60,38
5,145,10,69,34
5,36,0,54,40
5,36,1,53,40
5,36,5,56,38
5,36,10,65,38
5,183,0,58,38
5,183,1,57,38
5,183,5,60,38
5,183,10,69,38
5,65,0,54,37
5,65,1,53,37
5,65,5,56,37
5,65,10,65,37
5,162,0,58,40
5,162,1,57,40
5,162,5,60,39
5,190,0,58,43
5,190,1,57,43
5,190,5,60,43
5,190,10,69,40
5,23,0,54,38
5,23,1,53,38
5,23,5,56,38
5,23,10,65,33
5,104,0,58,38
5,104,1,57,38
5,104,5,60,38
5,104,10,69,35
5,200,0,58,-120
5,200,1,57,-120
5,200,5,60,-120
5,200,10,69,-120
5,155,0,58,37
5,155,1,57,37
5,155,5,60,37
5,90,0,54,-138
5,90,1,53,-138
5,90,5,56,-138
5,90,10,65,-138
5,11,0,54,41
5,11,1,53,41
5,11,5,56,41
5,132,0,58,41
5,132,1,57,41
5,132,5,60,38
5,132,10,69,38
5,141,0,58,35
5,141,1,57,35
5,141,5,60,35
5,141,10,69,35
5,118,0,58,38
5,118,1,57,42
5,118,5,60,38
5,118,10,69,38
5,126,0,58,38
5,126,1,57,39
5,126,5,60,38
5,126,10,69,38
5,25,0,54,39
5,25,1,53,39
5,25,5,56,39
5,25,10,65,35
5,59,0,54,37
5,59,1,53,37
5,59,5,56,37
5,59,10,65,35
5,30,0,54,41
5,30,1,53,41
5,30,5,56,41
5,30,10,65,38
5,103,0,58,39
5,103,1,57,39
5,103,5,60,39
5,103,10,69,39
5,5,0,54,41
5,5,1,53,41
5,5,5,56,41
5,5,10,65,41
5,184,0,58,40
5,184,1,57,40
5,184,5,60,40
5,184,10,69,36
5,121,0,58,36
5,121,1,57,36
5,121,5,60,36
5,121,10,69,36
5,29,0,54,36
5,29,1,53,36
5,29,5,56,36
5,29,10,65,36
5,143,0,58,39
5,143,1,57,41
5,143,5,60,39
5,143,10,69,39
5,149,0,58,36
5,149,1,57,36
5,149,5,60,36
5,149,10,69,32
5,185,0,58,40
5,185,1,57,40
5,185,5,60,38
5,185,10,69,38
5,117,0,58,40
5,117,1,57,40
5,117,5,60,36
5,117,10,69,36
5,14,0,54,41
5,14,1,53,41
5,14,5,56,41
5,14,10,65,38
5,120,0,58,42
5,120,1,57,42
5,120,5,60,40
5,120,10,69,40
5,96,0,54,-135
5,96,1,53,-135
5,96,5,56,-135
5,96,10,65,-165
5,115,0,58,37
5,115,1,57,37
5,115,5,60,37
5,115,10,69,37
5,2,0,54,39
5,2,1,53,39
5,2,5,56,35
5,2,10,65,35
5,76,0,54,-120
5,76,1,53,-120
5,76,5,56,-120
5,76,10,65,-120
5,55,0,54,43
5,55,1,53,43
5,55,5,56,43
5,55,10,65,43
5,182,0,58,40
5,182,1,57,40
5,182,5,60,40
5,182,10,69,39
5,158,0,58,41
5,158,1,57,41
5,158,5,60,37
5,158,10,69,37
5,156,0,58,40
5,156,1,57,40
5,156,5,60,40
5,156,10,69,36
5,124,0,58,43
5,124,1,57,43
5,124,5,60,43
5,124,10,69,43
5,133,0,58,37
5,133,1,57,37
5,133,5,60,37
5,133,10,69,34
5,147,0,58,39
5,147,1,57,39
5,147,5,60,35
5,147,10,69,35
5,150,0,58,39
5,150,1,57,39
5,150,5,60,39
5,150,10,69,39
5,137,0,58,37
5,137,1,57,37
5,137,5,60,37
5,137,10,69,37
5,27,0,54,37
5,27,1,53,37
5,27,5,56,33
5,27,10,65,33
5,10,0,54,39
5,10,1,53,39
5,10,10,65,38
5,134,0,58,32
5,134,1,57,32
5,134,5,60,32
5,134,10,69,30
5,18,0,54,37
5,18,1,53,37
5,18,5,56,37
5,18,10,65,35
5,175,0,58,38
5,175,1,57,38
5,175,5,60,38
5,139,0,58,37
5,139,1,57,40
5,139,10,69,37
5,32,0,54,35
5,32,1,53,35
5,32,5,56,35
5,32,10,65,33
5,92,0,54,-115
5,92,1,53,-115
5,92,5,56,-115
5,92,10,65,-115
5,122,0,58,42
5,122,1,57,42
5,122,10,69,42
5,88,0,54,-162
5,88,1,53,-108
5,88,5,56,-162
5,172,0,58,46
5,172,1,57,47
5,172,5,60,46
5,172,10,69,46
5,111,0,58,37
5,111,1,57,37
5,111,5,60,37
5,111,10,69,37
5,189,0,58,39
5,189,1,57,39
5,189,5,60,35
5,189,10,69,35
5,82,0,54,-149
5,82,1,53,-149
5,82,5,56,-149
5,82,10,65,-170
5,42,0,54,35
5,42,1,53,35
5,42,5,56,35
5,42,10,65,35
5,98,0,54,-131
5,98,1,53,-131
5,98,5,56,-113
5,98,10,65,-149
5,45,0,54,42
5,45,1,53,42
5,45,5,56,42
5,45,10,65,39
5,123,0,58,37
5,123,1,57,37
5,123,5,60,37
5,123,10,69,34
5,151,0,58,36
5,151,1,57,40
5,151,5,60,36
5,31,0,54,39
5,31,1,53,39
5,31,5,56,39
5,31,10,65,36
5,35,0,54,39
5,35,1,53,39
5,35,5,56,39
5,35,10,65,35
5,128,0,58,35
5,128,1,57,35
5,128,10,69,31
5,84,0,54,-156
5,84,1,53,-156
5,84,5,56,-156
5,84,10,65,-156
5,136,0,58,41
5,136,1,57,41
5,136,5,60,41
5,136,10,69,37
5,199,0,58,-112
5,199,1,57,-112
5,199,5,60,-112
5,199,10,69,-118
5,102,0,58,36
5,102,1,57,36
5,102,5,60,36
5,102,10,69,36
5,62,0,54,38
5,62,1,53,38
5,62,5,56,38
5,62,10,65,36
5,89,0,54,-136
5,89,1,53,-136
5,89,5,56,-136
5,89,10,65,-136
5,37,0,54,41
5,37,1,53,41
5,37,5,56,41
5,37,10,65,40
5,34,0,54,40
5,34,1,53,40
5,34,5,56,40
5,34,10,65,37
5,9,0,54,41
5,9,1,53,41
5,9,5,56,41
5,9,10,65,41
5,135,0,58,38
5,135,1,57,38
5,135,5,60,36
5,135,10,69,36
5,67,0,54,-108
5,67,1,53,-108
5,67,5,56,-108
5,67,10,65,-120
5,93,0,54,-97
5,93,1,53,-97
5,93,5,56,-97
5,93,10,65,-100
5,91,0,54,-129
5,91,1,53,-129
5,91,5,56,-129
5,8,0,54,37
5,8,1,53,37
5,8,5,56,37
5,8,10,65,35
5,165,0,58,41
5,165,1,57,41
5,165,5,60,41
5,165,10,69,41
5,28,0,54,40
5,28,1,53,40
5,28,5,56,40
5,28,10,65,40
5,95,0,54,-107
5,95,1,53,-107
5,95,5,56,-107
5,176,0,58,41
5,176,1,57,41
5,176,5,60,41
5,176,10,69,41
5,24,0,54,37
5,24,1,53,37
5,24,5,56,37
5,83,0,54,-107
5,83,1,53,-107
5,83,5,56,-95
5,83,10,65,-117
5,127,0,58,41
5,127,1,57,41
5,127,5,60,41
5,127,10,69,41
5,142,0,58,41
5,142,1,57,41
5,142,5,60,41
5,142,10,69,41
5,47,0,54,42
5,47,1,53,42
5,47,5,56,42
5,47,10,65,42
5,163,0,58,34
5,163,1,57,34
5,163,5,60,34
5,163,10,69,34
5,21,0,54,37
5,21,1,53,37
5,21,5,56,37
5,21,10,65,33
5,107,0,58,41
5,107,1,57,41
5,107,5,60,41
5,107,10,69,41
5,22,0,54,40
5,22,1,53,40
5,22,5,56,40
5,22,10,65,37
5,51,0,54,42
5,51,1,53,42
5,51,5,56,42
5,131,0,58,41
5,131,1,57,41
5,131,5,60,41
5,131,10,69,38
5,130,0,58,39
5,130,1,57,39
5,130,5,60,39
5,61,0,54,44
5,61,1,53,44
5,61,5,56,44
5,61,10,65,44
5,19,0,54,38
5,19,1,53,38
5,19,5,56,38
5,19,10,65,34
5,119,0,58,38
5,119,1,57,38
5,119,5,60,38
5,119,10,69,34
5,49,0,54,39
5,49,1,53,39
5,49,5,56,39
5,49,10,65,39
5,166,0,58,40
5,166,1,57,40
5,166,5,60,40
5,166,10,69,40
5,144,0,58,39
5,144,1,57,39
5,144,5,60,39
5,144,10,69,39
5,169,0,58,36
5,169,1,57,36
5,169,5,60,36
5,169,10,69,36
5,15,0,54,34
5,15,1,53,34
5,15,5,56,34
5,15,10,65,32
5,40,0,54,39
5,40,1,53,42
5,40,5,56,39
5,81,0,54,-138
5,81,1,53,-138
5,81,5,56,-138
5,81,10,65,-104
5,193,0,58,-127
5,193,1,57,-127
5,193,5,60,-113
5,193,10,69,-139
5,100,0,54,-249
5,100,1,53,-249
5,100,5,56,-249
5,100,10,65,-249
5,171,0,58,38
5,171,1,57,38
5,171,5,60,37
5,171,10,69,37
5,161,0,58,41
5,161,1,57,41
5,161,5,60,41
5,110,0,58,39
5,110,1,57,39
5,110,5,60,36
5,110,10,69,36
5,196,0,58,-105
5,196,1,57,-122
5,196,10,69,-136
5,60,0,54,37
5,60,1,53,37
5,60,5,56,35
5,60,10,65,35
5,64,0,54,36
5,64,1,53,36
5,64,5,56,36
5,64,10,65,36
5,109,0,58,42
5,109,1,57,42
5,109,5,60,42
5,109,10,69,39
5,112,0,58,41
5,112,1,57,41
5,112,5,60,40
5,112,10,69,40
5,53,0,54,38
5,53,1,53,38
5,53,10,65,38
5,56,0,54,40
5,56,1,53,40
5,56,5,56,40
5,56,10,65,40
5,58,0,54,37
5,58,1,53,37
5,58,5,56,37
5,58,10,65,36
5,106,0,58,40
5,106,1,57,40
5,106,5,60,40
5,106,10,69,40
5,179,0,58,36
5,179,1,57,36
5,179,5,60,36
5,179,10,69,32
5,97,0,54,-100
5,97,1,53,-100
5,97,5,56,-100
5,97,10,65,-105
5,108,0,58,39
5,108,1,57,39
5,108,5,60,35
5,108,10,69,35
5,113,0,58,36
5,113,1,57,36
5,113,5,60,33
5,113,10,69,33
5,16,0,54,43
5,16,1,53,43
5,16,5,56,43
5,16,10,65,43
5,188,0,58,41
5,188,1,57,41
5,188,5,60,41
5,188,10,69,41
5,66,0,54,-152
5,66,1,53,-152
5,66,5,56,-152
5,66,10,65,-152
5,46,0,54,36
5,46,1,53,36
5,46,5,56,36
5,46,10,65,33
5,187,0,58,32
5,187,1,57,32
5,187,5,60,32
5,187,10,69,32
5,43,0,54,37
5,43,1,53,37
5,43,5,56,37
5,68,0,54,-92
5,68,1,53,-92
5,68,5,56,-92
5,68,10,65,-97
5,79,0,54,-130
5,79,1,53,-130
5,79,5,56,-130
5,79,10,65,-130
5,69,0,54,-95
5,69,1,53,-98
5,69,5,56,-101
5,69,10,65,-101
6,203,0,50,0
6,203,1,54,0
6,203,5,47,0
6,203,10,55,0
6,202,0,52,0
6,202,1,56,0
6,202,5,49,0
6,202,10,57,0
6,201,0,48,0
6,201,1,52,0
6,201,5,45,0
6,201,10,53,0
6,8,0,48,42
6,8,1,52,42
6,8,5,45,42
6,8,10,53,42
6,122,0,52,41
6,122,1,56,41
6,122,5,49,43
6,122,10,57,41
6,61,0,48,39
6,61,1,52,39
6,61,5,45,39
6,69,0,48,-121
6,69,1,52,-121
6,69,5,45,-89
6,69,10,53,-121
6,188,0,52,41
6,188,1,56,41
6,188,5,49,43
6,188,10,57,41
6,101,0,52,38
6,101,1,56,38
6,101,5,49,38
6,101,10,57,38
6,19,0,48,36
6,19,1,52,33
6,19,5,45,36
6,19,10,53,33
6,147,0,52,40
6,147,1,56,39
6,147,5,49,40
6,147,10,57,39
6,185,0,52,38
6,185,1,56,38
6,185,5,49,38
6,185,10,57,38
6,77,0,48,-170
6,77,1,52,-170
6,77,5,45,-170
6,77,10,53,-170
6,6,0,48,40
6,6,1,52,40
6,6,5,45,40
6,6,10,53,40
6,110,0,52,44
6,110,1,56,44
6,110,5,49,44
6,13,0,48,39
6,13,1,52,39
6,13,5,45,39
6,13,10,53,39
6,124,0,52,40
6,124,1,56,40
6,124,5,49,40
6,124,10,57,40
6,155,0,52,42
6,155,1,56,41
6,155,5,49,42
6,155,10,57,41
6,134,0,52,42
6,134,1,56,42
6,134,5,49,42
6,134,10,57,42
6,62,0,48,41
6,62,1,52,41
6,62,5,45,41
6,62,10,53,41
6,60,0,48,40
6,60,1,52,40
6,60,5,45,40
6,60,10,53,40
6,11,0,48,41
6,11,1,52,41
6,11,5,45,41
6,11,10,53,41
6,172,0,52,40
6,172,1,56,40
6,172,5,49,40
6,172,10,57,40
6,196,0,52,-128
6,196,1,56,-128
6,196,5,49,-128
6,104,0,52,35
6,104,1,56,35
6,104,10,57,35
6,167,0,52,36
6,167,1,56,33
6,167,5,49,36
6,167,10,57,33
6,121,0,52,38
6,121,1,56,38
6,121,5,49,38
6,121,10,57,38
6,184,0,52,43
6,184,1,56,42
6,184,5,49,43
6,184,10,57,42
6,99,0,48,-159
6,99,1,52,-159
6,99,5,45,-159
6,99,10,53,-159
6,32,0,48,41
6,32,1,52,41
6,32,5,45,41
6,32,10,53,41
6,186,0,52,41
6,186,1,56,41
6,186,5,49,41
6,186,10,57,41
6,49,0,48,41
6,49,1,52,41
6,49,5,45,41
6,49,10,53,41
6,198,0,52,-117
6,198,1,56,-133
6,198,5,49,-117
6,198,10,57,-133
6,55,0,48,41
6,55,1,52,41
6,55,5,45,41
6,154,0,52,39
6,154,1,56,39
6,154,5,49,39
6,154,10,57,39
6,165,0,52,43
6,165,1,56,43
6,165,5,49,43
6,165,10,57,41
6,65,0,48,38
6,65,1,52,38
6,65,5,45,38
6,65,10,53,38
6,68,0,48,-126
6,68,1,52,-126
6,68,5,45,-126
6,68,10,53,-126
6,190,0,52,39
6,190,1,56,39
6,190,10,57,39
6,67,0,48,-172
6,67,1,52,-172
6,67,5,45,-172
6,43,0,48,38
6,43,1,52,38
6,43,5,45,38
6,43,10,53,38
6,128,0,52,42
6,128,1,56,42
6,128,5,49,42
6,128,10,57,42
6,102,0,52,38
6,102,1,56,35
6,102,5,49,38
6,102,10,57,35
6,59,0,48,38
6,59,1,52,38
6,59,5,45,38
6,59,10,53,38
6,75,0,48,-101
6,75,1,52,-114
6,75,5,45,-108
6,75,10,53,-114
6,64,0,48,38
6,64,1,52,38
6,64,5,45,38
6,64,10,53,38
6,10,0,48,41
6,10,1,52,38
6,10,5,45,41
6,10,10,53,38
6,169,0,52,42
6,169,1,56,42
6,169,5,49,42
6,169,10,57,42
6,5,0,48,37
6,5,1,52,37
6,5,5,45,37
6,5,10,53,37
6,151,0,52,41
6,151,1,56,41
6,151,5,49,41
6,151,10,57,41
6,90,0,48,-121
6,90,1,52,-121
6,90,5,45,-121
6,90,10,53,-121
6,39,0,48,37
