Population,ID,Prob,P,Q
9,65,0,49,38
9,65,1,52,38
9,65,5,45,38
9,139,0,53,39
9,139,1,56,37
9,139,5,49,39
9,139,10,57,37
9,165,0,53,40
9,165,1,56,40
9,165,5,49,42
9,165,10,57,40
9,138,0,53,40
9,138,1,56,40
9,138,10,57,40
9,106,0,53,37
9,106,1,56,37
9,106,5,49,37
9,106,10,57,37
9,100,0,49,-112
9,100,1,52,-112
9,100,5,45,-112
9,100,10,53,-112
9,51,0,49,40
9,51,1,52,40
9,51,5,45,40
9,51,10,53,40
9,29,0,49,44
9,29,1,52,44
9,29,10,53,44
9,131,0,53,39
9,131,1,56,39
9,131,5,49,41
9,131,10,57,39
9,17,0,49,43
9,17,1,52,43
9,17,10,53,43
9,133,0,53,42
9,133,1,56,42
9,133,5,49,42
9,70,0,49,-292
9,70,1,52,-292
9,70,5,45,-292
9,70,10,53,-292
9,72,0,49,-114
9,72,1,52,-97
9,72,5,45,-114
9,178,0,53,38
9,178,1,56,38
9,178,5,49,38
9,178,10,57,38
9,26,0,49,38
9,26,1,52,38
9,26,5,45,38
9,26,10,53,38
9,31,0,49,44
9,31,1,52,44
9,31,5,45,44
9,31,10,53,44
9,128,0,53,38
9,128,1,56,38
9,128,10,57,38
9,97,0,49,-124
9,97,1,52,-124
9,97,5,45,-124
9,97,10,53,-124
9,6,0,49,40
9,6,1,52,40
9,6,5,45,40
9,6,10,53,40
9,20,0,49,39
9,20,1,52,39
9,20,10,53,39
9,105,0,53,39
9,105,1,56,39
9,105,5,49,39
9,105,10,57,39
9,35,0,49,42
9,35,1,52,42
9,35,5,45,42
9,35,10,53,42
9,122,0,53,42
9,122,1,56,42
9,122,5,49,42
9,122,10,57,42
9,10,0,49,40
9,10,1,52,40
9,10,5,45,40
9,10,10,53,40
9,197,0,53,-134
9,197,1,56,-134
9,197,5,49,-134
9,197,10,57,-134
9,190,0,53,36
9,190,1,56,36
9,190,5,49,36
9,190,10,57,36
9,193,0,53,-140
9,193,1,56,-140
9,193,5,49,-140
9,193,10,57,-140
9,141,0,53,46
9,141,1,56,46
9,141,5,49,46
9,141,10,57,46
9,91,0,49,-152
9,91,1,52,-152
9,91,5,45,-152
9,91,10,53,-152
9,37,0,49,37
9,37,1,52,37
9,37,5,45,37
9,37,10,53,37
9,49,0,49,39
9,49,1,52,39
9,49,5,45,39
9,49,10,53,39
9,148,0,53,41
9,148,1,56,41
9,148,5,49,41
9,148,10,57,41
9,77,0,49,-145
9,77,1,52,-145
9,77,5,45,-145
9,77,10,53,-145
9,71,0,49,-170
9,71,1,52,-170
9,71,5,45,-170
9,71,10,53,-170
9,79,0,49,-104
9,79,1,52,-95
9,79,5,45,-104
9,95,0,49,-140
9,95,1,52,-140
9,95,5,45,-140
9,95,10,53,-140
9,170,0,53,39
9,170,1,56,39
9,170,5,49,39
9,170,10,57,39
9,123,0,53,37
9,123,1,56,37
9,123,5,49,39
9,123,10,57,37
9,156,0,53,39
9,156,1,56,39
9,156,5,49,39
9,156,10,57,39
9,63,0,49,39
9,63,1,52,39
9,63,5,45,39
9,63,10,53,39
9,75,0,49,-144
9,75,1,52,-144
9,75,5,45,-144
9,75,10,53,-144
9,126,0,53,40
9,126,1,56,40
9,126,5,49,42
9,126,10,57,40
9,181,0,53,39
9,181,1,56,39
9,181,5,49,41
9,181,10,57,39
9,118,0,53,37
9,118,1,56,37
9,118,5,49,37
9,118,10,57,37
9,142,0,53,42
9,142,1,56,42
9,142,5,49,42
9,142,10,57,39
9,173,0,53,40
9,173,1,56,40
9,173,5,49,40
9,173,10,57,40
9,115,0,53,39
9,115,1,56,39
9,115,5,49,39
9,115,10,57,39
9,90,0,49,-104
9,90,1,52,-104
9,90,10,53,-104
9,82,0,49,-122
9,82,1,52,-122
9,82,5,45,-122
9,82,10,53,-122
10,203,0,47,0
10,203,1,50,0
10,203,5,47,0
10,203,10,58,0
10,201,0,45,0
10,201,1,48,0
10,201,5,45,0
10,201,10,56,0
10,202,0,49,0
10,202,1,52,0
10,202,5,49,0
10,202,10,60,0
10,137,0,49,40
10,137,1,52,40
10,137,5,49,40
10,137,10,60,40
10,196,0,49,-128
10,196,1,52,-128
10,196,5,49,-128
10,196,10,60,-128
10,6,0,45,42
10,6,1,48,42
10,6,5,45,42
10,6,10,56,42
10,50,0,45,38
10,50,1,48,38
10,50,5,45,38
10,50,10,56,36
10,185,0,49,39
10,185,1,52,39
10,185,5,49,39
10,185,10,60,39
10,102,0,49,41
10,102,1,52,41
10,102,5,49,41
10,102,10,60,38
10,18,0,45,40
10,18,1,48,40
10,18,10,56,40
10,113,0,49,41
10,113,1,52,41
10,113,5,49,41
10,113,10,60,41
10,77,0,45,-132
10,77,1,48,-132
10,77,10,56,-132
10,115,0,49,42
10,115,5,49,42
10,115,10,60,41
10,88,0,45,-168
10,88,1,48,-168
10,88,5,45,-168
10,88,10,56,-168
10,13,0,45,41
10,13,1,48,41
10,13,5,45,41
10,13,10,56,41
10,27,0,45,41
10,27,1,48,41
10,27,5,45,41
10,27,10,56,41
10,101,0,49,45
10,101,1,52,45
10,101,5,49,45
10,101,10,60,43
10,163,0,49,40
10,163,1,52,40
10,163,5,49,40
10,163,10,60,40
10,149,0,49,42
10,149,1,52,42
10,149,5,49,42
10,149,10,60,40
10,159,0,49,38
10,159,1,52,38
10,159,5,49,38
10,159,10,60,36
10,99,0,45,-127
10,99,1,48,-127
10,99,5,45,-127
10,99,10,56,-127
10,179,0,49,40
10,179,1,52,40
10,179,5,49,40
10,37,0,45,39
10,37,1,48,39
10,37,5,45,39
10,37,10,56,39
10,42,0,45,40
10,42,1,48,40
10,42,5,45,40
10,42,10,56,39
10,14,0,45,38
10,14,1,48,38
10,14,5,45,38
10,183,0,49,41
10,183,1,52,41
10,183,5,49,41
10,183,10,60,41
10,165,0,49,41
10,165,1,52,41
10,165,5,49,41
10,165,10,60,41
10,109,0,49,41
10,109,1,52,41
10,109,5,49,41
10,109,10,60,39
10,70,0,45,-156
10,70,1,48,-156
10,70,5,45,-156
10,70,10,56,-156
10,172,0,49,43
10,172,1,52,43
10,172,5,49,43
10,172,10,60,43
10,73,0,45,-156
10,73,1,48,-156
10,73,5,45,-156
10,1,0,45,41
10,1,1,48,41
10,1,5,45,41
10,1,10,56,41
10,187,0,49,41
10,187,1,52,41
10,187,5,49,41
10,31,0,45,44
10,31,1,48,44
10,31,10,56,44
10,105,0,49,41
10,105,1,52,41
10,105,5,49,41
10,105,10,60,41
10,84,0,45,-130
10,84,1,48,-130
10,84,5,45,-130
10,84,10,56,-130
10,135,0,49,41
10,135,1,52,41
10,135,5,49,41
10,135,10,60,41
10,129,0,49,38
10,129,1,52,35
10,129,5,49,38
10,129,10,60,35
10,62,0,45,39
10,62,1,48,39
10,62,5,45,39
10,62,10,56,39
10,17,0,45,40
10,17,1,48,40
10,17,5,45,40
10,17,10,56,40
10,7,0,45,36
10,7,1,48,36
10,7,5,45,36
10,7,10,56,32
10,86,0,45,-117
10,86,1,48,-117
10,86,5,45,-117
10,86,10,56,-117
10,75,0,45,-110
10,75,1,48,-110
10,75,5,45,-110
10,75,10,56,-94
10,169,0,49,39
10,169,1,52,39
10,169,5,49,39
10,169,10,60,37
10,128,0,49,36
10,128,1,52,36
10,128,5,49,36
10,128,10,60,36
10,164,0,49,38
10,164,1,52,38
10,164,5,49,38
10,164,10,60,38
10,41,0,45,38
10,41,1,48,38
10,41,5,45,38
10,41,10,56,38
10,120,0,49,40
10,120,1,52,40
10,120,5,49,40
10,120,10,60,40
10,121,0,49,46
10,121,1,52,46
10,121,5,49,46
10,121,10,60,46
10,33,0,45,41
10,33,1,48,41
10,33,5,45,41
10,33,10,56,41
10,184,0,49,41
10,184,1,52,41
10,184,5,49,41
10,184,10,60,41
10,78,0,45,-116
10,78,1,48,-116
10,78,5,45,-116
10,78,10,56,-138
10,143,0,49,39
10,143,1,52,39
10,143,5,49,39
10,143,10,60,39
10,60,0,45,38
10,60,1,48,38
10,60,5,45,38
10,60,10,56,38
10,118,0,49,40
10,118,1,52,40
10,118,5,49,40
10,119,0,49,39
10,119,1,52,39
10,119,5,49,39
10,119,10,60,39
10,96,0,45,-87
10,96,1,48,-87
10,96,5,45,-87
10,96,10,56,-87
10,94,0,45,-318
10,94,1,48,-318
10,94,5,45,-318
10,94,10,56,-318
10,24,0,45,41
10,24,1,48,41
10,24,5,45,41
10,24,10,56,41
10,47,0,45,42
10,47,1,48,42
10,47,5,45,42
10,47,10,56,42
10,104,0,49,36
10,104,1,52,36
10,104,5,49,36
10,104,10,60,33
10,63,0,45,40
10,63,1,48,40
10,63,5,45,40
10,63,10,56,38
10,177,0,49,41
10,177,1,52,37
10,177,5,49,41
10,177,10,60,37
10,9,0,45,40
10,9,1,48,40
10,9,5,45,40
10,9,10,56,40
10,98,0,45,-101
10,98,1,48,-101
10,98,5,45,-101
10,174,0,49,38
10,174,1,52,38
10,174,5,49,38
10,174,10,60,38
10,72,0,45,-129
10,72,1,48,-129
10,79,0,45,-120
10,79,1,48,-120
10,79,5,45,-120
10,79,10,56,-133
10,156,0,49,37
10,156,1,52,37
10,156,5,49,37
10,156,10,60,37
10,131,0,49,39
10,131,1,52,39
10,131,5,49,39
10,131,10,60,37
10,193,0,49,-113
10,193,1,52,-113
10,193,5,49,-113
10,193,10,60,-113
10,154,0,49,41
10,154,1,52,41
10,154,5,49,41
10,133,0,49,40
10,133,1,52,40
10,133,5,49,40
10,133,10,60,40
10,134,0,49,39
10,134,1,52,39
10,134,5,49,39
10,134,10,60,39
10,39,0,45,44
10,39,1,48,44
10,39,5,45,44
10,39,10,56,44
10,68,0,45,-138
10,68,1,48,-138
10,68,5,45,-138
10,68,10,56,-138
10,117,0,49,41
10,117,1,52,41
10,117,5,49,41
10,117,10,60,41
10,74,0,45,-160
10,74,1,48,-160
10,74,5,45,-160
10,74,10,56,-160
10,91,0,45,-112
10,91,1,48,-112
10,91,5,45,-112
10,34,0,45,39
10,34,1,48,39
10,34,5,45,39
10,34,10,56,39
10,139,0,49,40
10,139,1,52,40
10,139,5,49,40
10,139,10,60,40
10,36,0,45,39
10,36,1,48,39
10,36,5,45,39
10,36,10,56,39
10,30,0,45,41
10,30,1,48,41
10,30,5,45,41
10,30,10,56,41
10,199,0,49,-129
10,199,1,52,-129
10,199,5,49,-129
10,199,10,60,-145
10,148,0,49,43
10,148,1,52,43
10,148,5,49,43
10,148,10,60,43
10,15,0,45,39
10,15,1,48,39
10,15,5,45,39
10,15,10,56,39
10,20,0,45,40
10,20,1,48,40
10,20,5,45,40
10,90,0,45,-115
10,90,1,48,-130
10,90,5,45,-115
10,90,10,56,-130
10,161,0,49,41
10,161,1,52,38
10,161,5,49,41
10,161,10,60,38
10,67,0,45,-110
10,67,1,48,-110
10,67,5,45,-110
10,67,10,56,-110
10,175,0,49,39
10,175,1,52,39
10,175,5,49,39
10,175,10,60,39
10,10,0,45,35
10,10,1,48,35
10,10,5,45,35
10,10,10,56,35
10,112,0,49,38
10,112,1,52,38
10,112,5,49,38
10,112,10,60,34
10,103,0,49,36
10,103,1,52,36
10,19,0,45,37
10,19,1,48,37
10,19,5,45,37
10,19,10,56,37
10,123,0,49,40
10,123,1,52,40
10,123,5,49,40
10,123,10,60,40
10,142,0,49,42
10,142,1,52,42
10,142,5,49,42
10,142,10,60,42
10,130,0,49,40
10,130,1,52,40
10,130,5,49,40
10,130,10,60,36
10,82,0,45,-97
10,82,1,48,-194
10,82,5,45,-97
10,82,10,56,-194
10,81,0,45,-135
10,81,1,48,-135
10,81,5,45,-135
10,81,10,56,-135
10,69,0,45,-146
10,69,1,48,-146
10,69,5,45,-146
10,69,10,56,-146
10,53,0,45,41
10,53,1,48,41
10,53,5,45,41
10,53,10,56,39
10,178,0,49,43
10,178,1,52,43
10,178,5,49,43
10,125,0,49,39
10,125,1,52,39
10,125,5,49,39
10,125,10,60,39
10,138,0,49,39
10,138,1,52,39
10,138,5,49,39
10,138,10,60,39
10,71,0,45,-134
10,71,1,48,-134
10,71,5,45,-134
10,71,10,56,-167
10,11,0,45,36
10,11,1,48,36
10,11,10,56,33
10,194,0,49,-105
10,194,1,52,-94
10,194,5,49,-105
10,194,10,60,-115
10,182,0,49,39
10,182,1,52,39
10,182,10,60,38
10,55,0,45,40
10,55,1,48,40
10,55,5,45,40
10,55,10,56,37
10,95,0,45,-99
10,95,1,48,-99
10,95,5,45,-99
10,95,10,56,-99
10,144,0,49,39
10,144,1,52,39
10,144,5,49,39
10,144,10,60,37
10,40,0,45,39
10,40,1,48,39
10,40,5,45,39
10,40,10,56,36
10,57,0,45,39
10,57,1,48,39
10,57,5,45,39
10,57,10,56,37
10,152,0,49,41
10,152,1,52,41
10,152,5,49,41
10,152,10,60,41
10,198,0,49,-104
10,198,1,52,-104
10,198,5,49,-104
10,21,0,45,37
10,21,1,48,37
10,21,5,45,37
10,21,10,56,34
10,100,0,45,-138
10,100,1,48,-138
10,100,5,45,-138
10,100,10,56,-138
10,32,0,45,38
10,32,1,48,38
10,32,5,45,38
10,32,10,56,36
10,8,0,45,38
10,8,1,48,38
10,8,5,45,38
10,54,0,45,44
10,54,1,48,44
10,54,5,45,44
10,54,10,56,44
10,2,0,45,42
10,2,1,48,42
10,2,5,45,42
10,2,10,56,42
10,106,0,49,39
10,106,1,52,39
10,106,5,49,39
10,106,10,60,39
10,166,0,49,38
10,166,1,52,38
10,166,10,60,35
10,80,0,45,-132
10,80,1,48,-132
10,80,5,45,-132
10,80,10,56,-132
10,176,0,49,42
10,176,1,52,42
10,176,5,49,42
10,176,10,60,42
10,171,0,49,39
10,171,1,52,37
10,171,5,49,39
10,171,10,60,37
10,153,0,49,38
10,153,1,52,38
10,153,5,49,38
10,153,10,60,35
10,25,0,45,39
10,25,1,48,39
10,25,5,45,39
10,140,0,49,39
10,140,1,52,39
10,140,5,49,39
10,140,10,60,36
10,97,0,45,-110
10,97,1,48,-110
10,97,5,45,-110
10,97,10,56,-110
10,157,0,49,39
10,157,1,52,39
10,157,5,49,39
10,157,10,60,39
10,146,0,49,42
10,146,1,52,42
10,146,5,49,42
10,146,10,60,42
10,126,0,49,38
10,126,1,52,38
10,126,5,49,38
10,126,10,60,38
10,64,0,45,39
10,64,1,48,39
10,64,5,45,39
10,64,10,56,39
10,28,0,45,41
10,28,1,48,41
10,28,5,45,41
10,28,10,56,41
10,12,0,45,37
10,12,1,48,37
10,12,5,45,37
10,173,0,49,39
10,173,1,52,39
10,173,5,49,39
10,173,10,60,39
10,48,0,45,42
10,48,1,48,42
10,48,5,45,42
10,48,10,56,42
10,59,0,45,41
10,59,1,48,41
10,59,5,45,41
10,59,10,56,41
10,111,0,49,40
10,111,1,52,40
10,111,5,49,40
10,111,10,60,38
10,170,0,49,38
10,170,1,52,38
10,170,5,49,38
10,170,10,60,35
10,49,0,45,40
10,49,1,48,40
10,49,5,45,40
10,49,10,56,37
10,122,0,49,39
10,122,1,52,39
10,122,5,49,39
10,122,10,60,39
10,155,0,49,38
10,155,1,52,38
10,155,5,49,38
10,155,10,60,36
10,124,0,49,42
10,124,1,52,42
10,124,5,49,42
10,124,10,60,42
10,87,0,45,-196
10,87,1,48,-196
10,87,5,45,-196
10,87,10,56,-196
10,168,0,49,40
10,168,1,52,40
10,168,5,49,40
10,132,0,49,41
10,132,1,52,41
10,132,5,49,41
10,132,10,60,38
10,56,0,45,41
10,56,1,48,41
10,56,5,45,41
10,56,10,56,38
10,191,0,49,-168
10,191,1,52,-168
10,191,5,49,-168
10,191,10,60,-168
10,61,0,45,40
10,61,1,48,40
10,61,5,45,40
10,61,10,56,40
10,43,0,45,39
10,43,1,48,39
10,43,5,45,39
10,43,10,56,39
10,127,0,49,38
10,127,1,52,38
10,127,10,60,36
10,167,0,49,38
10,167,1,52,38
10,167,5,49,38
10,167,10,60,38
10,85,0,45,-187
10,85,1,48,-187
10,85,5,45,-187
10,85,10,56,-187
10,38,0,45,42
10,38,1,48,42
10,38,5,45,42
10,38,10,56,42
10,89,0,45,-91
10,89,1,48,-113
10,89,5,45,-91
10,89,10,56,-113
10,180,0,49,38
10,180,1,52,38
10,180,5,49,38
10,180,10,60,34
10,162,0,49,38
10,162,1,52,38
10,162,5,49,38
10,162,10,60,38
10,44,0,45,40
10,44,1,48,40
10,44,5,45,40
10,44,10,56,39
10,181,0,49,39
10,181,1,52,39
10,181,5,49,39
10,181,10,60,39
10,5,0,45,41
10,5,1,48,41
10,5,5,45,41
10,5,10,56,41
10,92,0,45,-156
10,92,1,48,-156
10,92,5,45,-156
10,160,0,49,40
10,160,1,52,37
10,160,5,49,40
10,160,10,60,37
10,66,0,45,-154
10,66,1,48,-154
10,66,5,45,-154
10,66,10,56,-154
10,16,0,45,37
10,16,1,48,37
10,16,5,45,37
10,16,10,56,35
10,197,0,49,-102
10,197,1,52,-108
10,197,5,49,-102
10,197,10,60,-108
10,189,0,49,41
10,189,1,52,41
10,189,5,49,41
10,189,10,60,41
10,195,0,49,-142
10,195,1,52,-142
10,195,5,49,-142
10,195,10,60,-142
10,136,0,49,39
10,136,1,52,39
10,136,5,49,39
10,136,10,60,39
10,58,0,45,43
10,58,1,48,43
10,58,5,45,43
10,58,10,56,41
10,110,0,49,45
10,110,1,52,45
10,110,5,49,45
10,35,0,45,37
10,35,1,48,37
10,35,5,45,37
10,35,10,56,37
10,29,0,45,39
10,29,1,48,39
10,29,5,45,39
10,29,10,56,36
10,145,0,49,38
10,145,1,52,38
10,145,5,49,38
10,145,10,60,38
10,4,0,45,36
10,4,1,48,36
10,4,5,45,36
10,4,10,56,36
10,83,0,45,-227
10,83,1,48,-227
10,83,5,45,-227
10,83,10,56,-227
10,45,0,45,42
10,45,1,48,42
10,45,5,45,42
10,45,10,56,40
10,150,0,49,39
10,150,1,52,39
10,150,5,49,39
10,150,10,60,39
10,46,0,45,33
10,46,1,48,33
10,46,5,45,33
10,46,10,56,33
10,190,0,49,39
10,190,1,52,39
10,190,5,49,39
10,190,10,60,39
10,93,0,45,-127
10,93,1,48,-127
10,93,5,45,-127
10,93,10,56,-127
10,188,0,49,42
10,188,1,52,42
10,188,5,49,42
10,188,10,60,39
10,200,0,49,-130
10,200,1,52,-130
10,200,5,49,-130
10,200,10,60,-130
10,186,0,49,40
10,186,1,52,40
10,186,5,49,40
10,186,10,60,40
10,147,0,49,39
10,147,1,52,39
10,147,5,49,39
10,147,10,60,39
10,51,0,45,39
10,51,1,48,39
10,51,5,45,39
10,51,10,56,39
10,26,0,45,40
10,26,1,48,40
10,26,5,45,40
10,26,10,56,40
10,22,0,45,42
10,22,1,48,42
10,22,5,45,42
10,22,10,56,42
10,23,0,45,40
10,23,1,48,40
10,23,5,45,40
10,23,10,56,40
10,192,0,49,-139
10,192,1,52,-139
10,192,5,49,-139
10,192,10,60,-139
10,76,0,45,-128
10,76,1,48,-128
10,76,5,45,-128
10,76,10,56,-128
10,158,0,49,42
10,158,1,52,40
10,158,5,49,42
10,108,0,49,40
10,108,1,52,40
10,108,5,49,40
10,108,10,60,38
10,116,0,49,42
10,116,1,52,42
10,116,5,49,42
10,116,10,60,40
10,114,0,49,40
10,114,1,52,40
10,114,5,49,40
10,114,10,60,38
10,151,0,49,40
10,151,1,52,40
10,151,5,49,40
10,151,10,60,40
10,3,0,45,42
10,3,1,48,42
10,3,5,45,42
10,3,10,56,42
10,52,0,45,34
10,52,1,48,34
10,52,5,45,34
10,52,10,56,34
10,65,0,45,42
10,65,5,45,42
10,65,10,56,42
10,141,0,49,37
10,141,1,52,37
10,141,5,49,37
10,141,10,60,35
10,107,0,49,40
10,107,1,52,40
10,107,10,60,40
