pop,dos,id,rblock,blocked,p,q,upcon
8,5,120,92.1,0,73,39,N
8,5,121,8.4,0,73,40,N
8,5,122,73.4,0,73,34,N
8,5,123,75.5,0,73,35,N
8,5,124,68.5,0,73,36,N
8,5,125,74.2,0,73,32,N
8,5,126,84.9,0,73,39,N
8,5,127,97.3,0,73,40,N
8,5,128,27.1,0,73,34,N
8,5,129,73.4,0,73,38,N
8,5,130,26.8,0,73,36,N
8,5,131,41.5,0,73,36,N
8,5,132,18.4,0,73,34,N
8,5,133,85.8,0,73,41,N
8,5,134,92.4,0,73,42,N
8,5,135,72.5,0,73,36,N
8,5,136,83.2,0,73,32,N
8,5,137,58.2,0,73,39,N
8,5,138,72.8,0,73,36,N
8,5,139,65.5,0,73,31,N
8,5,140,16.9,0,73,33,N
8,5,141,43.1,0,73,36,N
8,5,142,25.1,0,73,36,N
8,5,143,55.2,0,73,36,N
8,5,144,52.7,0,73,36,N
8,5,145,70.1,0,73,33,N
8,5,146,83.7,0,73,34,N
8,5,147,40.9,0,73,38,N
8,5,148,14.3,0,73,40,N
8,5,149,98.2,0,73,34,N
8,5,150,66.1,0,73,40,N
8,5,151,99.1,0,73,36,N
8,5,152,87.4,0,73,41,N
8,5,153,0.5,1,73,36,N
8,5,154,23.0,0,73,40,N
8,5,155,52.3,0,73,40,N
8,5,156,60.3,0,73,35,N
8,5,157,29.2,0,73,39,N
8,5,158,82.2,0,73,36,N
8,5,159,44.2,0,73,40,N
8,5,160,84.3,0,73,44,N
8,5,161,14.2,0,73,35,N
8,5,162,37.3,0,73,36,N
8,5,163,71.9,0,73,36,N
8,5,164,2.2,1,73,39,N
8,5,165,41.4,0,73,38,N
8,5,166,29.2,0,73,35,N
8,5,167,24.6,0,73,32,N
8,5,168,96.9,0,73,40,N
8,5,169,63.9,0,73,41,N
8,5,170,73.7,0,73,37,N
8,5,171,79.1,0,73,37,N
8,5,172,8.5,0,73,40,N
8,5,173,94.3,0,73,35,N
8,5,174,81.3,0,73,30,N
8,5,175,1.7,1,73,34,N
8,5,176,71.0,0,73,36,N
8,5,177,28.9,0,73,36,N
8,5,178,22.4,0,73,36,N
8,5,179,6.6,0,73,36,N
8,5,180,17.7,0,73,40,N
8,5,181,53.2,0,73,36,N
8,5,182,86.0,0,73,39,N
8,5,183,21.8,0,73,35,N
8,5,184,5.9,0,73,36,N
8,5,185,79.4,0,73,40,N
8,5,186,83.3,0,73,34,N
8,5,187,10.4,0,73,34,N
8,5,188,11.3,0,73,35,N
8,5,189,65.6,0,73,38,N
8,5,190,44.1,0,73,36,N
8,5,191,99.5,0,73,-107,N
8,5,192,40.4,0,73,-118,N
8,5,193,65.9,0,73,-90,N
8,5,194,59.0,0,73,-125,N
8,5,195,65.3,0,73,-124,N
8,5,196,13.0,0,73,-107,N
8,5,197,63.2,0,73,-110,N
8,5,198,14.2,0,73,-145,N
8,5,199,24.9,0,73,-135,N
8,5,200,63.7,0,73,-150,N
8,5,201,33.0,0,69,-1802,N
8,5,202,71.6,0,73,2093,N
8,5,203,85.1,0,71,291,N
8,10,1,97.5,0,62,38,N
8,10,2,59.2,0,62,42,N
8,10,3,96.7,0,62,36,N
8,10,4,28.1,0,62,35,N
8,10,5,7.0,1,62,42,N
8,10,6,31.3,0,62,36,N
8,10,7,29.5,0,62,42,N
8,10,8,12.1,0,62,42,N
8,10,9,20.9,0,62,42,N
8,10,10,57.4,0,62,36,N
8,10,11,24.2,0,62,37,N
8,10,12,66.6,0,62,38,N
8,10,13,60.0,0,62,43,N
8,10,14,50.9,0,62,41,N
8,10,15,21.8,0,62,41,N
8,10,16,17.8,0,62,37,N
8,10,17,45.3,0,62,40,N
8,10,18,22.9,0,62,40,N
8,10,19,45.1,0,62,39,N
8,10,20,96.4,0,62,37,N
8,10,21,38.2,0,62,39,N
8,10,22,75.1,0,62,37,N
8,10,23,98.7,0,62,36,N
8,10,24,96.6,0,62,37,N
8,10,25,12.3,0,62,42,N
8,10,26,37.9,0,62,36,N
8,10,27,25.2,0,62,37,N
8,10,28,4.3,1,62,37,N
8,10,29,6.6,1,62,35,N
8,10,30,1.3,1,62,35,N
8,10,31,68.1,0,62,41,N
8,10,32,44.6,0,62,38,N
8,10,33,10.6,0,62,39,N
8,10,34,91.3,0,62,32,N
8,10,35,91.3,0,62,32,N
8,10,36,98.3,0,62,42,N
8,10,37,31.0,0,62,34,N
8,10,38,39.2,0,62,37,N
8,10,39,5.5,1,62,38,N
8,10,40,37.6,0,62,40,N
8,10,41,89.9,0,62,42,N
8,10,42,96.1,0,62,42,N
8,10,43,50.9,0,62,41,N
8,10,44,30.9,0,62,38,N
8,10,45,4.8,1,62,34,N
8,10,46,40.6,0,62,37,N
8,10,47,86.9,0,62,42,N
8,10,48,67.1,0,62,37,N
8,10,49,0.1,1,62,40,N
8,10,50,31.4,0,62,37,N
8,10,51,38.0,0,62,37,N
8,10,52,48.2,0,62,38,N
8,10,53,0.5,1,62,38,N
8,10,54,53.7,0,62,41,N
8,10,55,46.9,0,62,37,N
8,10,56,1.8,1,62,38,N
8,10,57,55.6,0,62,40,N
8,10,58,9.9,1,62,35,N
8,10,59,83.6,0,62,42,N
8,10,60,62.6,0,62,42,N
8,10,61,46.5,0,62,40,N
8,10,62,3.8,1,62,38,N
8,10,63,61.6,0,62,37,N
8,10,64,73.0,0,62,40,N
8,10,65,24.1,0,62,35,N
8,10,66,70.0,0,62,-130,N
8,10,67,10.7,0,62,-110,N
8,10,68,52.3,0,62,-118,N
8,10,69,28.7,0,62,-114,N
8,10,70,97.0,0,62,-121,N
8,10,71,56.3,0,62,-102,N
8,10,72,86.0,0,62,-83,N
8,10,73,41.4,0,62,-126,N
8,10,74,93.6,0,62,-95,N
8,10,75,55.1,0,62,-129,N
8,10,76,83.8,0,62,-145,N
8,10,77,17.2,0,62,-113,N
8,10,78,50.9,0,62,-105,N
8,10,79,38.4,0,62,-142,N
8,10,80,56.3,0,62,-143,N
8,10,81,49.7,0,62,-150,N
8,10,82,47.4,0,62,-104,N
8,10,83,10.7,0,62,-158,N
8,10,84,61.5,0,62,-126,N
8,10,85,17.7,0,62,-98,N
8,10,86,48.8,0,62,-104,N
8,10,87,55.8,0,62,-139,N
8,10,88,70.2,0,62,-103,N
8,10,89,62.7,0,62,-115,N
8,10,90,51.4,0,62,-156,N
8,10,91,99.7,0,62,-89,N
8,10,92,0.4,1,62,-101,N
8,10,93,48.7,0,62,-116,N
8,10,94,19.9,0,62,-111,N
8,10,95,79.2,0,62,-89,N
8,10,96,71.0,0,62,-96,N
8,10,97,53.8,0,62,-102,N
8,10,98,70.0,0,62,-96,N
8,10,99,68.3,0,62,-122,N
8,10,100,24.9,0,62,-86,N
8,10,101,42.7,0,66,40,N
8,10,102,43.7,0,66,36,N
8,10,103,10.3,0,66,36,N
8,10,104,70.4,0,66,37,N
8,10,105,71.2,0,66,39,N
8,10,106,30.3,0,66,40,N
8,10,107,7.0,1,66,41,N
8,10,108,92.6,0,66,37,N
8,10,109,72.9,0,66,35,N
8,10,110,80.1,0,66,36,N
8,10,111,14.6,0,66,43,N
8,10,112,83.8,0,66,34,N
8,10,113,76.4,0,66,36,N
8,10,114,63.7,0,66,39,N
8,10,115,96.0,0,66,37,N
8,10,116,42.5,0,66,35,N
8,10,117,5.1,1,66,34,N
8,10,118,23.9,0,66,45,N
8,10,119,79.6,0,66,39,N
8,10,120,92.1,0,66,39,N
8,10,121,8.4,1,66,40,N
8,10,122,73.4,0,66,36,N
8,10,123,75.5,0,66,35,N
8,10,124,68.5,0,66,36,N
8,10,125,74.2,0,66,32,N
8,10,126,84.9,0,66,39,N
8,10,127,97.3,0,66,40,N
8,10,128,27.1,0,66,34,N
8,10,129,73.4,0,66,41,N
8,10,130,26.8,0,66,36,N
8,10,131,41.5,0,66,38,N
8,10,132,18.4,0,66,36,N
8,10,133,85.8,0,66,41,N
8,10,134,92.4,0,66,42,N
8,10,135,72.5,0,66,36,N
8,10,136,83.2,0,66,32,N
8,10,137,58.2,0,66,40,N
8,10,138,72.8,0,66,41,N
8,10,139,65.5,0,66,31,N
8,10,140,16.9,0,66,35,N
8,10,141,43.1,0,66,37,N
8,10,142,25.1,0,66,36,N
8,10,143,55.2,0,66,36,N
8,10,144,52.7,0,66,36,N
8,10,145,70.1,0,66,33,N
8,10,146,83.7,0,66,34,N
8,10,147,40.9,0,66,38,N
8,10,148,14.3,0,66,40,N
8,10,149,98.2,0,66,34,N
8,10,150,66.1,0,66,40,N
8,10,151,99.1,0,66,36,N
8,10,152,87.4,0,66,41,N
8,10,153,0.5,1,66,36,N
8,10,154,23.0,0,66,40,N
8,10,155,52.3,0,66,40,N
8,10,156,60.3,0,66,35,N
8,10,157,29.2,0,66,39,N
8,10,158,82.2,0,66,36,N
8,10,159,44.2,0,66,40,N
8,10,160,84.3,0,66,44,N
8,10,161,14.2,0,66,35,N
8,10,162,37.3,0,66,37,N
8,10,163,71.9,0,66,36,N
8,10,164,2.2,1,66,41,N
8,10,165,41.4,0,66,38,N
8,10,166,29.2,0,66,35,N
8,10,167,24.6,0,66,34,N
8,10,168,96.9,0,66,40,N
8,10,169,63.9,0,66,41,N
8,10,170,73.7,0,66,40,N
8,10,171,79.1,0,66,37,N
8,10,172,8.5,1,66,40,N
8,10,173,94.3,0,66,37,N
8,10,174,81.3,0,66,30,N
8,10,175,1.7,1,66,36,N
8,10,176,71.0,0,66,38,N
8,10,177,28.9,0,66,36,N
8,10,178,22.4,0,66,36,N
8,10,179,6.6,1,66,36,N
8,10,180,17.7,0,66,40,N
8,10,181,53.2,0,66,40,N
8,10,182,86.0,0,66,39,N
8,10,183,21.8,0,66,35,N
8,10,184,5.9,1,66,36,N
8,10,185,79.4,0,66,40,N
8,10,186,83.3,0,66,34,N
8,10,187,10.4,0,66,37,N
8,10,188,11.3,0,66,38,N
8,10,189,65.6,0,66,41,N
8,10,190,44.1,0,66,36,N
8,10,191,99.5,0,66,-103,N
8,10,192,40.4,0,66,-118,N
8,10,193,65.9,0,66,-90,N
8,10,194,59.0,0,66,-109,N
8,10,195,65.3,0,66,-112,N
8,10,196,13.0,0,66,-107,N
8,10,197,63.2,0,66,-110,N
8,10,198,14.2,0,66,-145,N
8,10,199,24.9,0,66,-135,N
8,10,200,63.7,0,66,-125,N
8,10,201,33.0,0,62,-1541,N
8,10,202,71.6,0,66,2215,N
8,10,203,85.1,0,64,674,N
9,0,1,13.9,0,80,34,N
9,0,2,72.3,0,80,38,N
9,0,3,78.4,0,80,40,N
9,0,4,87.1,0,80,39,N
9,0,5,15.9,0,80,30,N
9,0,6,54.7,0,80,33,N
9,0,7,93.7,0,80,38,N
9,0,8,10.8,0,80,37,N
9,0,9,62.5,0,80,41,N
9,0,10,82.0,0,80,34,N
9,0,11,92.0,0,80,42,N
9,0,12,8.5,0,80,39,N
9,0,13,22.1,0,80,38,N
9,0,14,16.4,0,80,40,N
9,0,15,2.5,0,80,35,N
9,0,16,25.1,0,80,27,N
9,0,17,22.1,0,80,35,N
9,0,18,4.7,0,80,37,N
9,0,19,53.5,0,80,40,N
9,0,20,20.6,0,80,37,N
9,0,21,62.7,0,80,35,N
9,0,22,27.5,0,80,32,N
9,0,23,60.5,0,80,36,N
9,0,24,1.9,0,80,35,N
9,0,25,93.7,0,80,40,N
9,0,26,25.0,0,80,34,N
9,0,27,4.0,0,80,34,N
9,0,28,54.4,0,80,38,N
9,0,29,3.7,0,80,38,N
9,0,30,47.3,0,80,35,N
9,0,31,43.5,0,80,33,N
9,0,32,23.5,0,80,37,N
9,0,33,73.2,0,80,38,N
9,0,34,80.3,0,80,30,N
9,0,35,20.7,0,80,37,N
9,0,36,97.8,0,80,38,N
9,0,37,39.3,0,80,36,N
9,0,38,97.4,0,80,35,N
9,0,39,99.4,0,80,39,N
9,0,40,41.3,0,80,35,N
9,0,41,24.0,0,80,42,N
9,0,42,85.8,0,80,38,N
9,0,43,94.5,0,80,32,N
9,0,44,26.8,0,80,42,N
9,0,45,75.9,0,80,39,N
9,0,46,99.2,0,80,36,N
9,0,47,38.2,0,80,33,N
9,0,48,19.8,0,80,36,N
9,0,49,73.5,0,80,36,N
9,0,50,84.8,0,80,39,N
9,0,51,34.0,0,80,34,N
9,0,52,61.8,0,80,41,N
9,0,53,42.4,0,80,37,N
9,0,54,36.6,0,80,37,N
9,0,55,48.7,0,80,35,N
9,0,56,5.5,0,80,38,N
9,0,57,35.1,0,80,28,N
9,0,58,23.7,0,80,37,N
9,0,59,92.9,0,80,38,N
9,0,60,49.0,0,80,36,N
9,0,61,23.6,0,80,34,N
9,0,62,43.6,0,80,40,N
9,0,63,38.3,0,80,35,N
9,0,64,21.0,0,80,34,N
9,0,65,55.3,0,80,35,N
9,0,66,51.9,0,80,-153,N
9,0,67,23.8,0,80,-84,N
9,0,68,66.6,0,80,-106,N
9,0,69,20.8,0,80,-123,N
9,0,70,16.5,0,80,-93,N
9,0,71,99.1,0,80,-142,N
9,0,72,83.1,0,80,-103,N
9,0,73,85.7,0,80,-122,N
9,0,74,47.4,0,80,-99,N
9,0,75,56.2,0,80,-119,N
9,0,76,56.4,0,80,-136,N
9,0,77,35.1,0,80,-102,N
9,0,78,52.1,0,80,-108,N
9,0,79,98.8,0,80,-139,N
9,0,80,47.6,0,80,-168,N
9,0,81,80.0,0,80,-83,N
9,0,82,66.3,0,80,-213,N
9,0,83,99.9,0,80,-127,N
9,0,84,80.1,0,80,-147,N
9,0,85,78.0,0,80,-101,N
9,0,86,10.0,0,80,-145,N
9,0,87,96.3,0,80,-146,N
9,0,88,77.4,0,80,-128,N
9,0,89,15.8,0,80,-135,N
9,0,90,18.6,0,80,-98,N
9,0,91,72.8,0,80,-91,N
9,0,92,0.5,0,80,-106,N
9,0,93,5.1,0,80,-95,N
9,0,94,0.1,0,80,-148,N
9,0,95,82.2,0,80,-111,N
9,0,96,36.6,0,80,-146,N
9,0,97,41.5,0,80,-157,N
9,0,98,67.4,0,80,-135,N
9,0,99,54.7,0,80,-143,N
9,0,100,87.7,0,80,-95,N
9,0,101,75.8,0,84,36,N
9,0,102,95.4,0,84,38,N
9,0,103,44.7,0,84,34,N
9,0,104,9.5,0,84,33,N
9,0,105,48.6,0,84,30,N
9,0,106,54.8,0,84,33,N
9,0,107,65.1,0,84,35,N
9,0,108,51.0,0,84,34,N
9,0,109,37.8,0,84,37,N
9,0,110,69.6,0,84,38,N
9,0,111,60.3,0,84,34,N
9,0,112,44.3,0,84,33,N
9,0,113,68.6,0,84,36,N
9,0,114,51.6,0,84,35,N
9,0,115,66.5,0,84,39,N
9,0,116,94.8,0,84,39,N
9,0,117,36.7,0,84,39,N
9,0,118,59.3,0,84,35,N
9,0,119,9.8,0,84,39,N
9,0,120,22.0,0,84,34,N
9,0,121,94.6,0,84,41,N
9,0,122,32.4,0,84,36,N
9,0,123,92.8,0,84,33,N
9,0,124,0.1,0,84,39,N
9,0,125,50.3,0,84,36,N
9,0,126,52.1,0,84,34,N
9,0,127,18.5,0,84,31,N
9,0,128,49.9,0,84,37,N
9,0,129,28.9,0,84,35,N
9,0,130,76.0,0,84,35,N
9,0,131,2.4,0,84,32,N
9,0,132,30.5,0,84,39,N
9,0,133,47.9,0,84,37,N
9,0,134,99.2,0,84,38,N
9,0,135,22.3,0,84,41,N
9,0,136,81.3,0,84,31,N
9,0,137,54.3,0,84,37,N
9,0,138,90.1,0,84,37,N
9,0,139,56.3,0,84,35,N
9,0,140,64.4,0,84,38,N
9,0,141,75.3,0,84,41,N
9,0,142,52.4,0,84,32,N
9,0,143,58.2,0,84,36,N
9,0,144,58.3,0,84,37,N
9,0,145,31.6,0,84,39,N
9,0,146,61.6,0,84,36,N
9,0,147,21.4,0,84,34,N
9,0,148,50.4,0,84,31,N
9,0,149,63.7,0,84,32,N
9,0,150,27.5,0,84,39,N
9,0,151,80.2,0,84,32,N
9,0,152,81.4,0,84,33,N
9,0,153,21.2,0,84,36,N
9,0,154,31.7,0,84,35,N
9,0,155,99.1,0,84,36,N
9,0,156,89.1,0,84,36,N
9,0,157,64.6,0,84,37,N
9,0,158,91.1,0,84,37,N
9,0,159,0.0,0,84,33,N
9,0,160,3.1,0,84,34,N
9,0,161,30.4,0,84,39,N
9,0,162,96.0,0,84,30,N
9,0,163,77.8,0,84,32,N
9,0,164,39.6,0,84,34,N
9,0,165,9.0,0,84,30,N
9,0,166,73.9,0,84,37,N
9,0,167,52.7,0,84,37,N
9,0,168,46.7,0,84,41,N
9,0,169,85.2,0,84,34,N
9,0,170,29.4,0,84,34,N
9,0,171,11.8,0,84,40,N
9,0,172,50.4,0,84,33,N
9,0,173,92.1,0,84,37,N
9,0,174,7.9,0,84,42,N
9,0,175,87.3,0,84,29,N
9,0,176,50.3,0,84,35,N
9,0,177,27.2,0,84,37,N
9,0,178,36.6,0,84,31,N
9,0,179,24.0,0,84,34,N
9,0,180,16.2,0,84,33,N
9,0,181,82.4,0,84,34,N
9,0,182,89.1,0,84,32,N
9,0,183,82.9,0,84,35,N
9,0,184,35.3,0,84,29,N
9,0,185,35.7,0,84,34,N
9,0,186,26.8,0,84,38,N
9,0,187,34.5,0,84,36,N
9,0,188,59.0,0,84,35,N
9,0,189,56.8,0,84,35,N
9,0,190,64.9,0,84,35,N
9,0,191,88.9,0,84,-137,N
9,0,192,0.8,0,84,-136,N
9,0,193,74.7,0,84,-125,N
9,0,194,14.1,0,84,-125,N
9,0,195,13.8,0,84,-99,N
9,0,196,34.3,0,84,-139,N
9,0,197,59.2,0,84,-102,N
9,0,198,47.3,0,84,-102,N
9,0,199,91.0,0,84,-106,N
9,0,200,41.9,0,84,-88,N
9,0,201,64.6,0,80,-1986,N
9,0,202,42.3,0,84,2022,N
9,0,203,60.6,0,82,36,N
9,1,1,13.9,0,87,33,N
9,1,2,72.3,0,87,37,N
9,1,3,78.4,0,87,40,N
9,1,4,87.1,0,87,39,N
9,1,5,15.9,0,87,30,N
9,1,6,54.7,0,87,33,N
9,1,7,93.7,0,87,31,N
9,1,8,10.8,0,87,37,N
9,1,9,62.5,0,87,41,N
9,1,10,82.0,0,87,34,N
9,1,11,92.0,0,87,34,N
9,1,12,8.5,0,87,38,N
9,1,13,22.1,0,87,38,N
9,1,14,16.4,0,87,40,N
9,1,15,2.5,0,87,33,N
9,1,16,25.1,0,87,27,N
9,1,17,22.1,0,87,35,N
9,1,18,4.7,0,87,37,N
9,1,19,53.5,0,87,40,N
9,1,20,20.6,0,87,37,N
9,1,21,62.7,0,87,35,N
9,1,22,27.5,0,87,30,N
9,1,23,60.5,0,87,36,N
9,1,24,1.9,0,87,33,N
9,1,25,93.7,0,87,36,N
9,1,26,25.0,0,87,33,N
9,1,27,4.0,0,87,34,N
9,1,28,54.4,0,87,38,N
9,1,29,3.7,0,87,38,N
9,1,30,47.3,0,87,33,N
9,1,31,43.5,0,87,33,N
9,1,32,23.5,0,87,37,N
9,1,33,73.2,0,87,37,N
9,1,34,80.3,0,87,30,N
9,1,35,20.7,0,87,36,N
9,1,36,97.8,0,87,33,N
9,1,37,39.3,0,87,36,N
9,1,38,97.4,0,87,35,N
9,1,39,99.4,0,87,35,N
9,1,40,41.3,0,87,34,N
9,1,41,24.0,0,87,42,N
9,1,42,85.8,0,87,38,N
9,1,43,94.5,0,87,31,N
9,1,44,26.8,0,87,42,N
9,1,45,75.9,0,87,39,N
9,1,46,99.2,0,87,36,N
9,1,47,38.2,0,87,31,N
9,1,48,19.8,0,87,30,N
9,1,49,73.5,0,87,35,N
9,1,50,84.8,0,87,37,N
9,1,51,34.0,0,87,34,N
9,1,52,61.8,0,87,41,N
9,1,53,42.4,0,87,34,N
9,1,54,36.6,0,87,37,N
9,1,55,48.7,0,87,35,N
9,1,56,5.5,0,87,38,N
9,1,57,35.1,0,87,28,N
9,1,58,23.7,0,87,37,N
9,1,59,92.9,0,87,38,N
9,1,60,49.0,0,87,34,N
9,1,61,23.6,0,87,32,N
9,1,62,43.6,0,87,40,N
9,1,63,38.3,0,87,35,N
9,1,64,21.0,0,87,34,N
9,1,65,55.3,0,87,33,N
9,1,66,51.9,0,87,-153,N
9,1,67,23.8,0,87,-84,N
9,1,68,66.6,0,87,-106,N
9,1,69,20.8,0,87,-123,N
9,1,70,16.5,0,87,-113,N
9,1,71,99.1,0,87,-160,N
9,1,72,83.1,0,87,-103,N
9,1,73,85.7,0,87,-122,N
9,1,74,47.4,0,87,-99,N
9,1,75,56.2,0,87,-119,N
9,1,76,56.4,0,87,-136,N
9,1,77,35.1,0,87,-102,N
9,1,78,52.1,0,87,-108,N
9,1,79,98.8,0,87,-154,N
9,1,80,47.6,0,87,-168,N
9,1,81,80.0,0,87,-133,N
9,1,82,66.3,0,87,-213,N
9,1,83,99.9,0,87,-137,N
9,1,84,80.1,0,87,-147,N
9,1,85,78.0,0,87,-101,N
9,1,86,10.0,0,87,-145,N
9,1,87,96.3,0,87,-146,N
9,1,88,77.4,0,87,-128,N
9,1,89,15.8,0,87,-135,N
9,1,90,18.6,0,87,-154,N
9,1,91,72.8,0,87,-91,N
9,1,92,0.5,1,87,-106,N
9,1,93,5.1,0,87,-95,N
9,1,94,0.1,1,87,-148,N
9,1,95,82.2,0,87,-111,N
9,1,96,36.6,0,87,-146,N
9,1,97,41.5,0,87,-157,N
9,1,98,67.4,0,87,-135,N
9,1,99,54.7,0,87,-143,N
9,1,100,87.7,0,87,-95,N
9,1,101,75.8,0,91,36,N
9,1,102,95.4,0,91,33,N
9,1,103,44.7,0,91,34,N
9,1,104,9.5,0,91,32,N
9,1,105,48.6,0,91,30,N
9,1,106,54.8,0,91,33,N
9,1,107,65.1,0,91,35,N
9,1,108,51.0,0,91,31,N
9,1,109,37.8,0,91,37,N
9,1,110,69.6,0,91,38,N
9,1,111,60.3,0,91,32,N
9,1,112,44.3,0,91,33,N
9,1,113,68.6,0,91,36,N
9,1,114,51.6,0,91,34,N
9,1,115,66.5,0,91,39,N
9,1,116,94.8,0,91,39,N
9,1,117,36.7,0,91,39,N
9,1,118,59.3,0,91,35,N
9,1,119,9.8,0,91,33,N
9,1,120,22.0,0,91,34,N
9,1,121,94.6,0,91,41,N
9,1,122,32.4,0,91,36,N
9,1,123,92.8,0,91,30,N
9,1,124,0.1,1,91,39,N
9,1,125,50.3,0,91,36,N
9,1,126,52.1,0,91,34,N
9,1,127,18.5,0,91,31,N
9,1,128,49.9,0,91,36,N
9,1,129,28.9,0,91,35,N
9,1,130,76.0,0,91,35,N
9,1,131,2.4,0,91,32,N
9,1,132,30.5,0,91,39,N
9,1,133,47.9,0,91,37,N
9,1,134,99.2,0,91,36,N
9,1,135,22.3,0,91,41,N
9,1,136,81.3,0,91,31,N
9,1,137,54.3,0,91,37,N
9,1,138,90.1,0,91,37,N
9,1,139,56.3,0,91,35,N
9,1,140,64.4,0,91,38,N
9,1,141,75.3,0,91,35,N
9,1,142,52.4,0,91,32,N
9,1,143,58.2,0,91,36,N
9,1,144,58.3,0,91,36,N
9,1,145,31.6,0,91,37,N
9,1,146,61.6,0,91,36,N
9,1,147,21.4,0,91,34,N
9,1,148,50.4,0,91,29,N
9,1,149,63.7,0,91,32,N
9,1,150,27.5,0,91,38,N
9,1,151,80.2,0,91,32,N
9,1,152,81.4,0,91,32,N
9,1,153,21.2,0,91,35,N
9,1,154,31.7,0,91,33,N
9,1,155,99.1,0,91,36,N
9,1,156,89.1,0,91,36,N
9,1,157,64.6,0,91,35,N
9,1,158,91.1,0,91,36,N
9,1,159,0.0,1,91,32,N
9,1,160,3.1,0,91,32,N
9,1,161,30.4,0,91,39,N
9,1,162,96.0,0,91,30,N
9,1,163,77.8,0,91,32,N
9,1,164,39.6,0,91,33,N
9,1,165,9.0,0,91,30,N
9,1,166,73.9,0,91,36,N
9,1,167,52.7,0,91,37,N
9,1,168,46.7,0,91,41,N
9,1,169,85.2,0,91,34,N
9,1,170,29.4,0,91,34,N
9,1,171,11.8,0,91,34,N
9,1,172,50.4,0,91,33,N
9,1,173,92.1,0,91,37,N
9,1,174,7.9,0,91,38,N
9,1,175,87.3,0,91,29,N
9,1,176,50.3,0,91,34,N
9,1,177,27.2,0,91,37,N
9,1,178,36.6,0,91,31,N
9,1,179,24.0,0,91,34,N
9,1,180,16.2,0,91,31,N
9,1,181,82.4,0,91,34,N
9,1,182,89.1,0,91,30,N
9,1,183,82.9,0,91,35,N
9,1,184,35.3,0,91,29,N
9,1,185,35.7,0,91,34,N
9,1,186,26.8,0,91,37,N
9,1,187,34.5,0,91,36,N
9,1,188,59.0,0,91,35,N
9,1,189,56.8,0,91,34,N
9,1,190,64.9,0,91,35,N
9,1,191,88.9,0,91,-137,N
9,1,192,0.8,1,91,-136,N
9,1,193,74.7,0,91,-125,N
9,1,194,14.1,0,91,-125,N
9,1,195,13.8,0,91,-99,N
9,1,196,34.3,0,91,-139,N
9,1,197,59.2,0,91,-102,N
9,1,198,47.3,0,91,-109,N
9,1,199,91.0,0,91,-119,N
9,1,200,41.9,0,91,-127,N
9,1,201,64.6,0,87,-2219,N
9,1,202,42.3,0,91,1898,N
9,1,203,60.6,0,89,-321,N
9,5,1,13.9,0,81,34,N
9,5,2,72.3,0,81,38,N
9,5,3,78.4,0,81,40,N
9,5,4,87.1,0,81,39,N
9,5,5,15.9,0,81,30,N
9,5,6,54.7,0,81,33,N
9,5,7,93.7,0,81,38,N
9,5,8,10.8,0,81,37,N
9,5,9,62.5,0,81,41,N
9,5,10,82.0,0,81,34,N
9,5,11,92.0,0,81,42,N
9,5,12,8.5,0,81,38,N
9,5,13,22.1,0,81,38,N
9,5,14,16.4,0,81,40,N
9,5,15,2.5,1,81,35,N
9,5,16,25.1,0,81,27,N
9,5,17,22.1,0,81,35,N
9,5,18,4.7,1,81,37,N
9,5,19,53.5,0,81,40,N
9,5,20,20.6,0,81,37,N
9,5,21,62.7,0,81,35,N
9,5,22,27.5,0,81,32,N
9,5,23,60.5,0,81,36,N
9,5,24,1.9,1,81,33,N
9,5,25,93.7,0,81,36,N
9,5,26,25.0,0,81,34,N
9,5,27,4.0,1,81,34,N
9,5,28,54.4,0,81,38,N
9,5,29,3.7,1,81,38,N
9,5,30,47.3,0,81,35,N
9,5,31,43.5,0,81,33,N
9,5,32,23.5,0,81,37,N
9,5,33,73.2,0,81,37,N
9,5,34,80.3,0,81,30,N
9,5,35,20.7,0,81,37,N
9,5,36,97.8,0,81,38,N
9,5,37,39.3,0,81,36,N
9,5,38,97.4,0,81,35,N
9,5,39,99.4,0,81,39,N
9,5,40,41.3,0,81,35,N
9,5,41,24.0,0,81,42,N
9,5,42,85.8,0,81,38,N
9,5,43,94.5,0,81,32,N
9,5,44,26.8,0,81,42,N
9,5,45,75.9,0,81,39,N
9,5,46,99.2,0,81,36,N
9,5,47,38.2,0,81,33,N
9,5,48,19.8,0,81,30,N
9,5,49,73.5,0,81,36,N
9,5,50,84.8,0,81,37,N
9,5,51,34.0,0,81,34,N
9,5,52,61.8,0,81,41,N
9,5,53,42.4,0,81,37,N
9,5,54,36.6,0,81,37,N
9,5,55,48.7,0,81,35,N
9,5,56,5.5,0,81,38,N
9,5,57,35.1,0,81,28,N
9,5,58,23.7,0,81,37,N
9,5,59,92.9,0,81,38,N
9,5,60,49.0,0,81,34,N
9,5,61,23.6,0,81,34,N
9,5,62,43.6,0,81,40,N
9,5,63,38.3,0,81,35,N
9,5,64,21.0,0,81,34,N
9,5,65,55.3,0,81,35,N
9,5,66,51.9,0,81,-153,N
9,5,67,23.8,0,81,-84,N
9,5,68,66.6,0,81,-106,N
9,5,69,20.8,0,81,-123,N
9,5,70,16.5,0,81,-93,N
9,5,71,99.1,0,81,-142,N
9,5,72,83.1,0,81,-103,N
9,5,73,85.7,0,81,-122,N
9,5,74,47.4,0,81,-99,N
